"Notes"	"State"	"State Code"	"Age"	"Age Code"	"Gender"	"Gender Code"	Population
	"Georgia"	"13"	"23 years"	"23"	"Male"	"M"	1923406
	"Georgia"	"13"	"24 years"	"24"	"Female"	"F"	1907617
	"Georgia"	"13"	"24 years"	"24"	"Male"	"M"	1940814
	"Georgia"	"13"	"25 years"	"25"	"Female"	"F"	1938143
	"Georgia"	"13"	"25 years"	"25"	"Male"	"M"	1959481
	"Georgia"	"13"	"26 years"	"26"	"Female"	"F"	1940398
	"Georgia"	"13"	"26 years"	"26"	"Male"	"M"	1945390
	"Georgia"	"13"	"27 years"	"27"	"Female"	"F"	1971693
	"Georgia"	"13"	"27 years"	"27"	"Male"	"M"	1960457
	"Georgia"	"13"	"28 years"	"28"	"Female"	"F"	1957524
	"Georgia"	"13"	"28 years"	"28"	"Male"	"M"	1946644
	"Georgia"	"13"	"29 years"	"29"	"Female"	"F"	1991400
	"Georgia"	"13"	"29 years"	"29"	"Male"	"M"	1974404
	"Georgia"	"13"	"30 years"	"30"	"Female"	"F"	2007227
	"Georgia"	"13"	"30 years"	"30"	"Male"	"M"	1994043
	"Georgia"	"13"	"31 years"	"31"	"Female"	"F"	2003644
	"Georgia"	"13"	"31 years"	"31"	"Male"	"M"	1963722
	"Georgia"	"13"	"32 years"	"32"	"Female"	"F"	2019610
	"Georgia"	"13"	"32 years"	"32"	"Male"	"M"	1976459
	"Georgia"	"13"	"33 years"	"33"	"Female"	"F"	2026286
	"Georgia"	"13"	"33 years"	"33"	"Male"	"M"	1968865
	"Georgia"	"13"	"34 years"	"34"	"Female"	"F"	2041413
	"Georgia"	"13"	"34 years"	"34"	"Male"	"M"	1983760
	"Georgia"	"13"	"35 years"	"35"	"Female"	"F"	2051004
	"Georgia"	"13"	"35 years"	"35"	"Male"	"M"	1994357
	"Georgia"	"13"	"36 years"	"36"	"Female"	"F"	2036743
	"Georgia"	"13"	"36 years"	"36"	"Male"	"M"	1972981
	"Georgia"	"13"	"37 years"	"37"	"Female"	"F"	2033752
	"Georgia"	"13"	"37 years"	"37"	"Male"	"M"	1961419
	"Georgia"	"13"	"38 years"	"38"	"Female"	"F"	2015757
	"Georgia"	"13"	"38 years"	"38"	"Male"	"M"	1933121
	"Georgia"	"13"	"39 years"	"39"	"Female"	"F"	2037390
	"Georgia"	"13"	"39 years"	"39"	"Male"	"M"	1959355
	"Georgia"	"13"	"40 years"	"40"	"Female"	"F"	2025321
	"Georgia"	"13"	"40 years"	"40"	"Male"	"M"	1943157
	"Georgia"	"13"	"41 years"	"41"	"Female"	"F"	1999143
	"Georgia"	"13"	"41 years"	"41"	"Male"	"M"	1916571
	"Georgia"	"13"	"42 years"	"42"	"Female"	"F"	1988757
	"Georgia"	"13"	"42 years"	"42"	"Male"	"M"	1909051
	"Georgia"	"13"	"43 years"	"43"	"Female"	"F"	1981588
	"Georgia"	"13"	"43 years"	"43"	"Male"	"M"	1895303
	"Georgia"	"13"	"44 years"	"44"	"Female"	"F"	1964775
	"Georgia"	"13"	"44 years"	"44"	"Male"	"M"	1883074
	"Georgia"	"13"	"45 years"	"45"	"Female"	"F"	1941899
	"Georgia"	"13"	"45 years"	"45"	"Male"	"M"	1856480
	"Georgia"	"13"	"46 years"	"46"	"Female"	"F"	1909396
	"Georgia"	"13"	"46 years"	"46"	"Male"	"M"	1823348
	"Georgia"	"13"	"47 years"	"47"	"Female"	"F"	1891975
	"Georgia"	"13"	"47 years"	"47"	"Male"	"M"	1805296
	"Georgia"	"13"	"48 years"	"48"	"Female"	"F"	1847581
	"Georgia"	"13"	"48 years"	"48"	"Male"	"M"	1755664
	"Georgia"	"13"	"49 years"	"49"	"Female"	"F"	1833105
	"Georgia"	"13"	"49 years"	"49"	"Male"	"M"	1745171
	"Georgia"	"13"	"50 years"	"50"	"Female"	"F"	1789212
	"Georgia"	"13"	"50 years"	"50"	"Male"	"M"	1699195
	"Georgia"	"13"	"51 years"	"51"	"Female"	"F"	1740534
	"Georgia"	"13"	"51 years"	"51"	"Male"	"M"	1644731
	"Georgia"	"13"	"52 years"	"52"	"Female"	"F"	1701030
	"Georgia"	"13"	"52 years"	"52"	"Male"	"M"	1604607
	"Georgia"	"13"	"53 years"	"53"	"Female"	"F"	1662312
	"Georgia"	"13"	"53 years"	"53"	"Male"	"M"	1560981
	"Georgia"	"13"	"54 years"	"54"	"Female"	"F"	1631122
	"Georgia"	"13"	"54 years"	"54"	"Male"	"M"	1525305
	"Georgia"	"13"	"55 years"	"55"	"Female"	"F"	1578086
	"Georgia"	"13"	"55 years"	"55"	"Male"	"M"	1464817
	"Georgia"	"13"	"56 years"	"56"	"Female"	"F"	1529577
	"Georgia"	"13"	"56 years"	"56"	"Male"	"M"	1414767
	"Georgia"	"13"	"57 years"	"57"	"Female"	"F"	1483434
	"Georgia"	"13"	"57 years"	"57"	"Male"	"M"	1366285
	"Georgia"	"13"	"58 years"	"58"	"Female"	"F"	1426611
	"Georgia"	"13"	"58 years"	"58"	"Male"	"M"	1306483
	"Georgia"	"13"	"59 years"	"59"	"Female"	"F"	1386752
	"Georgia"	"13"	"59 years"	"59"	"Male"	"M"	1262599
	"Georgia"	"13"	"60 years"	"60"	"Female"	"F"	1335981
	"Georgia"	"13"	"60 years"	"60"	"Male"	"M"	1206802
	"Georgia"	"13"	"61 years"	"61"	"Female"	"F"	1285580
	"Georgia"	"13"	"61 years"	"61"	"Male"	"M"	1151371
	"Georgia"	"13"	"62 years"	"62"	"Female"	"F"	1246040
	"Georgia"	"13"	"62 years"	"62"	"Male"	"M"	1103411
	"Georgia"	"13"	"63 years"	"63"	"Female"	"F"	1202583
	"Georgia"	"13"	"63 years"	"63"	"Male"	"M"	1059683
	"Georgia"	"13"	"64 years"	"64"	"Female"	"F"	1161534
	"Georgia"	"13"	"64 years"	"64"	"Male"	"M"	1014644
	"Georgia"	"13"	"65 years"	"65"	"Female"	"F"	1120513
	"Georgia"	"13"	"65 years"	"65"	"Male"	"M"	965617
	"Georgia"	"13"	"66 years"	"66"	"Female"	"F"	1075703
	"Georgia"	"13"	"66 years"	"66"	"Male"	"M"	916344
	"Georgia"	"13"	"67 years"	"67"	"Female"	"F"	1040154
	"Georgia"	"13"	"67 years"	"67"	"Male"	"M"	879654
	"Georgia"	"13"	"68 years"	"68"	"Female"	"F"	989987
	"Georgia"	"13"	"68 years"	"68"	"Male"	"M"	828561
	"Georgia"	"13"	"69 years"	"69"	"Female"	"F"	944294
	"Georgia"	"13"	"69 years"	"69"	"Male"	"M"	780259
	"Georgia"	"13"	"70 years"	"70"	"Female"	"F"	910884
	"Georgia"	"13"	"70 years"	"70"	"Male"	"M"	736930
	"Georgia"	"13"	"71 years"	"71"	"Female"	"F"	862951
	"Georgia"	"13"	"71 years"	"71"	"Male"	"M"	690131
	"Georgia"	"13"	"72 years"	"72"	"Female"	"F"	812709
	"Georgia"	"13"	"72 years"	"72"	"Male"	"M"	638506
	"Georgia"	"13"	"73 years"	"73"	"Female"	"F"	768123
	"Georgia"	"13"	"73 years"	"73"	"Male"	"M"	590787
	"Georgia"	"13"	"74 years"	"74"	"Female"	"F"	735114
	"Georgia"	"13"	"74 years"	"74"	"Male"	"M"	551841
	"Georgia"	"13"	"75 years"	"75"	"Female"	"F"	702417
	"Georgia"	"13"	"75 years"	"75"	"Male"	"M"	513042
	"Georgia"	"13"	"76 years"	"76"	"Female"	"F"	662042
	"Georgia"	"13"	"76 years"	"76"	"Male"	"M"	471610
	"Georgia"	"13"	"77 years"	"77"	"Female"	"F"	625604
	"Georgia"	"13"	"77 years"	"77"	"Male"	"M"	433310
	"Georgia"	"13"	"78 years"	"78"	"Female"	"F"	591104
	"Georgia"	"13"	"78 years"	"78"	"Male"	"M"	393625
	"Georgia"	"13"	"79 years"	"79"	"Female"	"F"	557995
	"Georgia"	"13"	"79 years"	"79"	"Male"	"M"	361088
	"Georgia"	"13"	"80 years"	"80"	"Female"	"F"	531465
	"Georgia"	"13"	"80 years"	"80"	"Male"	"M"	325650
	"Georgia"	"13"	"81 years"	"81"	"Female"	"F"	485763
	"Georgia"	"13"	"81 years"	"81"	"Male"	"M"	287791
	"Georgia"	"13"	"82 years"	"82"	"Female"	"F"	448295
	"Georgia"	"13"	"82 years"	"82"	"Male"	"M"	255555
	"Georgia"	"13"	"83 years"	"83"	"Female"	"F"	416819
	"Georgia"	"13"	"83 years"	"83"	"Male"	"M"	224727
	"Georgia"	"13"	"84 years"	"84"	"Female"	"F"	378441
	"Georgia"	"13"	"84 years"	"84"	"Male"	"M"	194954
	"Georgia"	"13"	"85+ years"	"85+"	"Female"	"F"	2151903
	"Georgia"	"13"	"85+ years"	"85+"	"Male"	"M"	869859
	"Hawaii"	"15"	"14 years"	"14"	"Female"	"F"	238928
	"Hawaii"	"15"	"14 years"	"14"	"Male"	"M"	252262
	"Hawaii"	"15"	"15 years"	"15"	"Female"	"F"	237313
	"Hawaii"	"15"	"15 years"	"15"	"Male"	"M"	251878
	"Hawaii"	"15"	"16 years"	"16"	"Female"	"F"	237627
	"Hawaii"	"15"	"16 years"	"16"	"Male"	"M"	250931
	"Hawaii"	"15"	"17 years"	"17"	"Female"	"F"	235753
	"Hawaii"	"15"	"17 years"	"17"	"Male"	"M"	248601
	"Hawaii"	"15"	"18 years"	"18"	"Female"	"F"	224409
	"Hawaii"	"15"	"18 years"	"18"	"Male"	"M"	242619
	"Hawaii"	"15"	"19 years"	"19"	"Female"	"F"	225796
	"Hawaii"	"15"	"19 years"	"19"	"Male"	"M"	262752
	"Hawaii"	"15"	"20 years"	"20"	"Female"	"F"	235026
	"Hawaii"	"15"	"20 years"	"20"	"Male"	"M"	291682
	"Hawaii"	"15"	"21 years"	"21"	"Female"	"F"	237979
	"Hawaii"	"15"	"21 years"	"21"	"Male"	"M"	309895
	"Hawaii"	"15"	"22 years"	"22"	"Female"	"F"	245286
	"Hawaii"	"15"	"22 years"	"22"	"Male"	"M"	308725
	"Hawaii"	"15"	"23 years"	"23"	"Female"	"F"	252538
	"Hawaii"	"15"	"23 years"	"23"	"Male"	"M"	304072
	"Hawaii"	"15"	"24 years"	"24"	"Female"	"F"	258611
	"Hawaii"	"15"	"24 years"	"24"	"Male"	"M"	303546
	"Hawaii"	"15"	"25 years"	"25"	"Female"	"F"	264116
	"Hawaii"	"15"	"25 years"	"25"	"Male"	"M"	304463
	"Hawaii"	"15"	"26 years"	"26"	"Female"	"F"	265013
	"Hawaii"	"15"	"26 years"	"26"	"Male"	"M"	297243
	"Hawaii"	"15"	"27 years"	"27"	"Female"	"F"	268169
	"Hawaii"	"15"	"27 years"	"27"	"Male"	"M"	295356
	"Hawaii"	"15"	"28 years"	"28"	"Female"	"F"	271947
	"Hawaii"	"15"	"28 years"	"28"	"Male"	"M"	294681
	"Hawaii"	"15"	"29 years"	"29"	"Female"	"F"	279077
	"Hawaii"	"15"	"29 years"	"29"	"Male"	"M"	299079
	"Hawaii"	"15"	"30 years"	"30"	"Female"	"F"	280854
	"Hawaii"	"15"	"30 years"	"30"	"Male"	"M"	301789
	"Hawaii"	"15"	"31 years"	"31"	"Female"	"F"	273847
	"Hawaii"	"15"	"31 years"	"31"	"Male"	"M"	288854
	"Hawaii"	"15"	"32 years"	"32"	"Female"	"F"	275956
	"Hawaii"	"15"	"32 years"	"32"	"Male"	"M"	290729
	"Hawaii"	"15"	"33 years"	"33"	"Female"	"F"	275103
	"Hawaii"	"15"	"33 years"	"33"	"Male"	"M"	286004
	"Hawaii"	"15"	"34 years"	"34"	"Female"	"F"	276053
	"Hawaii"	"15"	"34 years"	"34"	"Male"	"M"	283849
	"Hawaii"	"15"	"35 years"	"35"	"Female"	"F"	277610
	"Hawaii"	"15"	"35 years"	"35"	"Male"	"M"	290324
	"Hawaii"	"15"	"36 years"	"36"	"Female"	"F"	276367
	"Hawaii"	"15"	"36 years"	"36"	"Male"	"M"	284304
	"Hawaii"	"15"	"37 years"	"37"	"Female"	"F"	275791
	"Hawaii"	"15"	"37 years"	"37"	"Male"	"M"	285380
	"Hawaii"	"15"	"38 years"	"38"	"Female"	"F"	271320
	"Hawaii"	"15"	"38 years"	"38"	"Male"	"M"	279808
	"Hawaii"	"15"	"39 years"	"39"	"Female"	"F"	274872
	"Hawaii"	"15"	"39 years"	"39"	"Male"	"M"	284314
	"Hawaii"	"15"	"40 years"	"40"	"Female"	"F"	274514
	"Hawaii"	"15"	"40 years"	"40"	"Male"	"M"	286261
	"Hawaii"	"15"	"41 years"	"41"	"Female"	"F"	270869
	"Hawaii"	"15"	"41 years"	"41"	"Male"	"M"	277454
	"Hawaii"	"15"	"42 years"	"42"	"Female"	"F"	268152
	"Hawaii"	"15"	"42 years"	"42"	"Male"	"M"	272827
	"Hawaii"	"15"	"43 years"	"43"	"Female"	"F"	269841
	"Hawaii"	"15"	"43 years"	"43"	"Male"	"M"	270162
	"Hawaii"	"15"	"44 years"	"44"	"Female"	"F"	267484
	"Hawaii"	"15"	"44 years"	"44"	"Male"	"M"	270579
	"Hawaii"	"15"	"45 years"	"45"	"Female"	"F"	266377
	"Hawaii"	"15"	"45 years"	"45"	"Male"	"M"	269120
	"Hawaii"	"15"	"46 years"	"46"	"Female"	"F"	263790
	"Hawaii"	"15"	"46 years"	"46"	"Male"	"M"	264067
	"Hawaii"	"15"	"47 years"	"47"	"Female"	"F"	262152
	"Hawaii"	"15"	"47 years"	"47"	"Male"	"M"	263407
	"Hawaii"	"15"	"48 years"	"48"	"Female"	"F"	256322
	"Hawaii"	"15"	"48 years"	"48"	"Male"	"M"	258868
	"Hawaii"	"15"	"49 years"	"49"	"Female"	"F"	257915
	"Hawaii"	"15"	"49 years"	"49"	"Male"	"M"	256988
	"Hawaii"	"15"	"50 years"	"50"	"Female"	"F"	253863
	"Hawaii"	"15"	"50 years"	"50"	"Male"	"M"	257076
	"Hawaii"	"15"	"51 years"	"51"	"Female"	"F"	247541
	"Hawaii"	"15"	"51 years"	"51"	"Male"	"M"	248892
	"Hawaii"	"15"	"52 years"	"52"	"Female"	"F"	245540
	"Hawaii"	"15"	"52 years"	"52"	"Male"	"M"	241779
	"Hawaii"	"15"	"53 years"	"53"	"Female"	"F"	238989
	"Hawaii"	"15"	"53 years"	"53"	"Male"	"M"	237603
	"Hawaii"	"15"	"54 years"	"54"	"Female"	"F"	240853
	"Hawaii"	"15"	"54 years"	"54"	"Male"	"M"	236587
	"Hawaii"	"15"	"55 years"	"55"	"Female"	"F"	234403
	"Hawaii"	"15"	"55 years"	"55"	"Male"	"M"	229269
	"Hawaii"	"15"	"56 years"	"56"	"Female"	"F"	230489
	"Hawaii"	"15"	"56 years"	"56"	"Male"	"M"	224352
	"Hawaii"	"15"	"57 years"	"57"	"Female"	"F"	225243
	"Hawaii"	"15"	"57 years"	"57"	"Male"	"M"	217394
	"Hawaii"	"15"	"58 years"	"58"	"Female"	"F"	219154
	"Hawaii"	"15"	"58 years"	"58"	"Male"	"M"	210739
	"Hawaii"	"15"	"59 years"	"59"	"Female"	"F"	215607
	"Hawaii"	"15"	"59 years"	"59"	"Male"	"M"	206710
	"Hawaii"	"15"	"60 years"	"60"	"Female"	"F"	210519
	"Hawaii"	"15"	"60 years"	"60"	"Male"	"M"	200638
	"Hawaii"	"15"	"61 years"	"61"	"Female"	"F"	204614
	"Hawaii"	"15"	"61 years"	"61"	"Male"	"M"	195201
	"Hawaii"	"15"	"62 years"	"62"	"Female"	"F"	201412
	"Hawaii"	"15"	"62 years"	"62"	"Male"	"M"	190605
	"Hawaii"	"15"	"63 years"	"63"	"Female"	"F"	196236
	"Hawaii"	"15"	"63 years"	"63"	"Male"	"M"	185482
	"Hawaii"	"15"	"64 years"	"64"	"Female"	"F"	191360
	"Hawaii"	"15"	"64 years"	"64"	"Male"	"M"	178710
	"Hawaii"	"15"	"65 years"	"65"	"Female"	"F"	185969
	"Hawaii"	"15"	"65 years"	"65"	"Male"	"M"	171459
	"Hawaii"	"15"	"66 years"	"66"	"Female"	"F"	179604
	"Hawaii"	"15"	"66 years"	"66"	"Male"	"M"	165413
	"Hawaii"	"15"	"67 years"	"67"	"Female"	"F"	176772
	"Hawaii"	"15"	"67 years"	"67"	"Male"	"M"	160726
	"Hawaii"	"15"	"68 years"	"68"	"Female"	"F"	167423
	"Hawaii"	"15"	"68 years"	"68"	"Male"	"M"	152625
	"Hawaii"	"15"	"69 years"	"69"	"Female"	"F"	163197
	"Hawaii"	"15"	"69 years"	"69"	"Male"	"M"	146367
	"Hawaii"	"15"	"70 years"	"70"	"Female"	"F"	157578
	"Hawaii"	"15"	"70 years"	"70"	"Male"	"M"	139448
	"Hawaii"	"15"	"71 years"	"71"	"Female"	"F"	149482
	"Hawaii"	"15"	"71 years"	"71"	"Male"	"M"	131515
	"Hawaii"	"15"	"72 years"	"72"	"Female"	"F"	143775
	"Hawaii"	"15"	"72 years"	"72"	"Male"	"M"	124688
	"Hawaii"	"15"	"73 years"	"73"	"Female"	"F"	136772
	"Hawaii"	"15"	"73 years"	"73"	"Male"	"M"	115996
	"Hawaii"	"15"	"74 years"	"74"	"Female"	"F"	130239
	"Hawaii"	"15"	"74 years"	"74"	"Male"	"M"	110696
	"Hawaii"	"15"	"75 years"	"75"	"Female"	"F"	126097
	"Hawaii"	"15"	"75 years"	"75"	"Male"	"M"	104614
	"Hawaii"	"15"	"76 years"	"76"	"Female"	"F"	117939
	"Hawaii"	"15"	"76 years"	"76"	"Male"	"M"	96857
	"Hawaii"	"15"	"77 years"	"77"	"Female"	"F"	112986
	"Hawaii"	"15"	"77 years"	"77"	"Male"	"M"	91997
	"Hawaii"	"15"	"78 years"	"78"	"Female"	"F"	107086
	"Hawaii"	"15"	"78 years"	"78"	"Male"	"M"	85665
	"Hawaii"	"15"	"79 years"	"79"	"Female"	"F"	100824
	"Hawaii"	"15"	"79 years"	"79"	"Male"	"M"	79558
	"Hawaii"	"15"	"80 years"	"80"	"Female"	"F"	94662
	"Hawaii"	"15"	"80 years"	"80"	"Male"	"M"	74592
	"Hawaii"	"15"	"81 years"	"81"	"Female"	"F"	88710
	"Hawaii"	"15"	"81 years"	"81"	"Male"	"M"	67970
	"Hawaii"	"15"	"82 years"	"82"	"Female"	"F"	83910
	"Hawaii"	"15"	"82 years"	"82"	"Male"	"M"	61746
	"Hawaii"	"15"	"83 years"	"83"	"Female"	"F"	79284
	"Hawaii"	"15"	"83 years"	"83"	"Male"	"M"	56888
	"Hawaii"	"15"	"84 years"	"84"	"Female"	"F"	73104
	"Hawaii"	"15"	"84 years"	"84"	"Male"	"M"	51139
	"Hawaii"	"15"	"85+ years"	"85+"	"Female"	"F"	454038
	"Hawaii"	"15"	"85+ years"	"85+"	"Male"	"M"	278858
	"Idaho"	"16"	"14 years"	"14"	"Female"	"F"	323818
	"Idaho"	"16"	"14 years"	"14"	"Male"	"M"	344933
	"Idaho"	"16"	"15 years"	"15"	"Female"	"F"	325968
	"Idaho"	"16"	"15 years"	"15"	"Male"	"M"	344959
	"Idaho"	"16"	"16 years"	"16"	"Female"	"F"	322748
	"Idaho"	"16"	"16 years"	"16"	"Male"	"M"	345080
	"Idaho"	"16"	"17 years"	"17"	"Female"	"F"	322087
	"Idaho"	"16"	"17 years"	"17"	"Male"	"M"	344655
	"Idaho"	"16"	"18 years"	"18"	"Female"	"F"	322319
	"Idaho"	"16"	"18 years"	"18"	"Male"	"M"	336586
	"Idaho"	"16"	"19 years"	"19"	"Female"	"F"	326802
	"Idaho"	"16"	"19 years"	"19"	"Male"	"M"	310991
	"Idaho"	"16"	"20 years"	"20"	"Female"	"F"	305065
	"Idaho"	"16"	"20 years"	"20"	"Male"	"M"	297429
	"Idaho"	"16"	"21 years"	"21"	"Female"	"F"	287917
	"Idaho"	"16"	"21 years"	"21"	"Male"	"M"	311827
	"Idaho"	"16"	"22 years"	"22"	"Female"	"F"	284836
	"Idaho"	"16"	"22 years"	"22"	"Male"	"M"	319620
	"Idaho"	"16"	"23 years"	"23"	"Female"	"F"	282837
	"Idaho"	"16"	"23 years"	"23"	"Male"	"M"	311275
	"Idaho"	"16"	"24 years"	"24"	"Female"	"F"	278503
	"Idaho"	"16"	"24 years"	"24"	"Male"	"M"	301813
	"Idaho"	"16"	"25 years"	"25"	"Female"	"F"	274534
	"Idaho"	"16"	"25 years"	"25"	"Male"	"M"	295502
	"Idaho"	"16"	"26 years"	"26"	"Female"	"F"	272396
	"Idaho"	"16"	"26 years"	"26"	"Male"	"M"	286608
	"Idaho"	"16"	"27 years"	"27"	"Female"	"F"	270333
	"Idaho"	"16"	"27 years"	"27"	"Male"	"M"	283958
	"Idaho"	"16"	"28 years"	"28"	"Female"	"F"	267219
	"Idaho"	"16"	"28 years"	"28"	"Male"	"M"	276761
	"Idaho"	"16"	"29 years"	"29"	"Female"	"F"	272985
	"Idaho"	"16"	"29 years"	"29"	"Male"	"M"	278649
	"Idaho"	"16"	"30 years"	"30"	"Female"	"F"	273745
	"Idaho"	"16"	"30 years"	"30"	"Male"	"M"	285519
	"Idaho"	"16"	"31 years"	"31"	"Female"	"F"	274416
	"Idaho"	"16"	"31 years"	"31"	"Male"	"M"	282631
	"Idaho"	"16"	"32 years"	"32"	"Female"	"F"	277965
	"Idaho"	"16"	"32 years"	"32"	"Male"	"M"	286561
	"Idaho"	"16"	"33 years"	"33"	"Female"	"F"	278458
	"Idaho"	"16"	"33 years"	"33"	"Male"	"M"	289000
	"Idaho"	"16"	"34 years"	"34"	"Female"	"F"	284471
	"Idaho"	"16"	"34 years"	"34"	"Male"	"M"	294339
	"Idaho"	"16"	"35 years"	"35"	"Female"	"F"	287186
	"Idaho"	"16"	"35 years"	"35"	"Male"	"M"	295795
	"Idaho"	"16"	"36 years"	"36"	"Female"	"F"	286207
	"Idaho"	"16"	"36 years"	"36"	"Male"	"M"	292574
	"Idaho"	"16"	"37 years"	"37"	"Female"	"F"	287842
	"Idaho"	"16"	"37 years"	"37"	"Male"	"M"	294181
	"Idaho"	"16"	"38 years"	"38"	"Female"	"F"	283844
	"Idaho"	"16"	"38 years"	"38"	"Male"	"M"	290514
	"Idaho"	"16"	"39 years"	"39"	"Female"	"F"	287942
	"Idaho"	"16"	"39 years"	"39"	"Male"	"M"	293766
	"Idaho"	"16"	"40 years"	"40"	"Female"	"F"	286886
	"Idaho"	"16"	"40 years"	"40"	"Male"	"M"	293644
	"Idaho"	"16"	"41 years"	"41"	"Female"	"F"	283450
	"Idaho"	"16"	"41 years"	"41"	"Male"	"M"	287630
	"Idaho"	"16"	"42 years"	"42"	"Female"	"F"	281885
	"Idaho"	"16"	"42 years"	"42"	"Male"	"M"	287258
	"Idaho"	"16"	"43 years"	"43"	"Female"	"F"	280622
	"Idaho"	"16"	"43 years"	"43"	"Male"	"M"	285842
	"Idaho"	"16"	"44 years"	"44"	"Female"	"F"	279303
	"Idaho"	"16"	"44 years"	"44"	"Male"	"M"	282345
	"Idaho"	"16"	"45 years"	"45"	"Female"	"F"	277774
	"Idaho"	"16"	"45 years"	"45"	"Male"	"M"	278719
	"Idaho"	"16"	"46 years"	"46"	"Female"	"F"	273209
	"Idaho"	"16"	"46 years"	"46"	"Male"	"M"	275370
	"Idaho"	"16"	"47 years"	"47"	"Female"	"F"	272605
	"Idaho"	"16"	"47 years"	"47"	"Male"	"M"	275366
	"Idaho"	"16"	"48 years"	"48"	"Female"	"F"	267734
	"Idaho"	"16"	"48 years"	"48"	"Male"	"M"	268904
	"Idaho"	"16"	"49 years"	"49"	"Female"	"F"	268303
	"Idaho"	"16"	"49 years"	"49"	"Male"	"M"	268128
	"Idaho"	"16"	"50 years"	"50"	"Female"	"F"	262530
	"Idaho"	"16"	"50 years"	"50"	"Male"	"M"	263099
	"Idaho"	"16"	"51 years"	"51"	"Female"	"F"	257223
	"Idaho"	"16"	"51 years"	"51"	"Male"	"M"	257303
	"Idaho"	"16"	"52 years"	"52"	"Female"	"F"	254350
	"Idaho"	"16"	"52 years"	"52"	"Male"	"M"	253787
	"Idaho"	"16"	"53 years"	"53"	"Female"	"F"	250000
	"Idaho"	"16"	"53 years"	"53"	"Male"	"M"	248911
	"Idaho"	"16"	"54 years"	"54"	"Female"	"F"	248967
	"Idaho"	"16"	"54 years"	"54"	"Male"	"M"	246543
	"Idaho"	"16"	"55 years"	"55"	"Female"	"F"	242969
	"Idaho"	"16"	"55 years"	"55"	"Male"	"M"	240283
	"Idaho"	"16"	"56 years"	"56"	"Female"	"F"	238249
	"Idaho"	"16"	"56 years"	"56"	"Male"	"M"	233931
	"Idaho"	"16"	"57 years"	"57"	"Female"	"F"	233338
	"Idaho"	"16"	"57 years"	"57"	"Male"	"M"	228965
	"Idaho"	"16"	"58 years"	"58"	"Female"	"F"	226267
	"Idaho"	"16"	"58 years"	"58"	"Male"	"M"	221266
	"Idaho"	"16"	"59 years"	"59"	"Female"	"F"	222888
	"Idaho"	"16"	"59 years"	"59"	"Male"	"M"	216831
	"Idaho"	"16"	"60 years"	"60"	"Female"	"F"	215747
	"Idaho"	"16"	"60 years"	"60"	"Male"	"M"	210235
	"Idaho"	"16"	"61 years"	"61"	"Female"	"F"	209103
	"Idaho"	"16"	"61 years"	"61"	"Male"	"M"	203845
	"Idaho"	"16"	"62 years"	"62"	"Female"	"F"	202932
	"Idaho"	"16"	"62 years"	"62"	"Male"	"M"	197156
	"Idaho"	"16"	"63 years"	"63"	"Female"	"F"	197722
	"Idaho"	"16"	"63 years"	"63"	"Male"	"M"	194115
	"Idaho"	"16"	"64 years"	"64"	"Female"	"F"	191448
	"Idaho"	"16"	"64 years"	"64"	"Male"	"M"	185337
	"Idaho"	"16"	"65 years"	"65"	"Female"	"F"	185088
	"Idaho"	"16"	"65 years"	"65"	"Male"	"M"	178745
	"Idaho"	"16"	"66 years"	"66"	"Female"	"F"	179396
	"Idaho"	"16"	"66 years"	"66"	"Male"	"M"	172378
	"Idaho"	"16"	"67 years"	"67"	"Female"	"F"	172873
	"Idaho"	"16"	"67 years"	"67"	"Male"	"M"	166348
	"Idaho"	"16"	"68 years"	"68"	"Female"	"F"	166460
	"Idaho"	"16"	"68 years"	"68"	"Male"	"M"	158930
	"Idaho"	"16"	"69 years"	"69"	"Female"	"F"	160043
	"Idaho"	"16"	"69 years"	"69"	"Male"	"M"	149631
	"Idaho"	"16"	"70 years"	"70"	"Female"	"F"	152811
	"Idaho"	"16"	"70 years"	"70"	"Male"	"M"	143540
	"Idaho"	"16"	"71 years"	"71"	"Female"	"F"	146349
	"Idaho"	"16"	"71 years"	"71"	"Male"	"M"	136059
	"Idaho"	"16"	"72 years"	"72"	"Female"	"F"	138894
	"Idaho"	"16"	"72 years"	"72"	"Male"	"M"	127829
	"Idaho"	"16"	"73 years"	"73"	"Female"	"F"	133232
	"Idaho"	"16"	"73 years"	"73"	"Male"	"M"	119055
	"Idaho"	"16"	"74 years"	"74"	"Female"	"F"	125866
	"Idaho"	"16"	"74 years"	"74"	"Male"	"M"	111818
	"Idaho"	"16"	"75 years"	"75"	"Female"	"F"	121777
	"Idaho"	"16"	"75 years"	"75"	"Male"	"M"	106552
	"Idaho"	"16"	"76 years"	"76"	"Female"	"F"	115647
	"Idaho"	"16"	"76 years"	"76"	"Male"	"M"	99365
	"Idaho"	"16"	"77 years"	"77"	"Female"	"F"	109189
	"Idaho"	"16"	"77 years"	"77"	"Male"	"M"	91546
	"Idaho"	"16"	"78 years"	"78"	"Female"	"F"	104610
	"Idaho"	"16"	"78 years"	"78"	"Male"	"M"	85731
	"Idaho"	"16"	"79 years"	"79"	"Female"	"F"	98300
	"Idaho"	"16"	"79 years"	"79"	"Male"	"M"	78050
	"Idaho"	"16"	"80 years"	"80"	"Female"	"F"	92478
	"Idaho"	"16"	"80 years"	"80"	"Male"	"M"	72641
