Year (4-digit calendar year),"Geographic ID code (FIPS code, see specification below)",Type of beverage (see specification below),Gallons of beverage,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Gallons of ethanol per capita (14+),Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Gallons of ethanol per capita (21+),Decile for per capita consumption age 21 and older,Type of data source,Time-varying alcohol by volume (ABV),Gallons of ethanol derived from time-varying ABV,State_Region,Type of Beverage,Source
2009,24,3,100268649,4512089,4700302,9600,0.96,10,4133036,10917,1.0917,10,1,47,4712627,Maryland,Beer,State monthly sales volume data
2009,24,4,.,10280483,4700302,21872,2.1872,8,4133036,24874,2.4874,8,.,.,10075786,Maryland,All beverages,unknown
2009,25,1,11188827,4598608,5441020,8452,0.8452,4,4791268,9598,0.9598,4,1,370,4139866,Massachusetts,Spirits,State monthly sales volume data
2009,25,2,25943734,3346742,5441020,6151,0.6151,2,4791268,6985,0.6985,2,1,123,3191079,Massachusetts,Wine,State monthly sales volume data
2009,25,3,124940136,5622306,5441020,10333,1.0333,9,4791268,11734,1.1734,9,1,46,5747246,Massachusetts,Beer,State monthly sales volume data
2009,25,4,.,13567656,5441020,24936,2.4936,4,4791268,28317,2.8317,4,.,.,13078191,Massachusetts,All beverages,unknown
2009,26,1,15772399,6482456,8112878,7990,0.799,5,7077326,9159,0.9159,5,5,370,5835788,Michigan,Spirits,NABCA monthly sales volume data
2009,26,2,19957097,2574466,8112878,3173,0.3173,6,7077326,3638,0.3638,6,3,122,2434766,Michigan,Wine,State annual sales volume data
2009,26,3,199875228,8994385,8112878,11087,1.1087,7,7077326,12709,1.2709,7,3,46,9194260,Michigan,Beer,State annual sales volume data
2009,26,4,.,18051307,8112878,22250,2.225,7,7077326,25506,2.5506,7,.,.,17464814,Michigan,All beverages,unknown
2009,27,1,10820313,4447148,4291289,10363,1.0363,2,3775789,11778,1.1778,2,1,375,4057617,Minnesota,Spirits,State monthly sales volume data
2009,27,2,12360329,1594482,4291289,3716,0.3716,5,3775789,4223,0.4223,5,1,122,1507960,Minnesota,Wine,State monthly sales volume data
2009,27,3,113029162,5086312,4291289,11853,1.1853,6,3775789,13471,1.3471,6,1,46,5199341,Minnesota,Beer,State monthly sales volume data
2009,27,4,.,11127943,4291289,25931,2.5931,4,3775789,29472,2.9472,3,.,.,10764918,Minnesota,All beverages,unknown
2009,28,1,4059426,1668424,2374385,7027,0.7027,7,2061047,8095,0.8095,6,3,379,1538523,Mississippi,Spirits,State annual sales volume data
2009,28,2,2714471,350167,2374385,1475,0.1475,10,2061047,1699,0.1699,10,3,124,336594,Mississippi,Wine,State annual sales volume data
2009,28,3,74276000,3342420,2374385,14077,1.4077,3,2061047,16217,1.6217,2,7,46,3416696,Mississippi,Beer,Industry
2009,28,4,.,5361011,2374385,22579,2.2579,7,2061047,26011,2.6011,7,.,.,5291813,Mississippi,All beverages,unknown
2009,29,1,9817395,4034949,4865251,8293,0.8293,4,4272736,9443,0.9443,4,2,371,3642254,Missouri,Spirits,State monthly sales tax data
2009,29,2,11315423,1459690,4865251,3000,0.3,6,4272736,3416,0.3416,6,2,123,1391797,Missouri,Wine,State monthly sales tax data
2009,29,3,140713912,6332126,4865251,13015,1.3015,4,4272736,14820,1.482,4,2,46,6472840,Missouri,Beer,State monthly sales tax data
2009,29,4,.,11826765,4865251,24309,2.4309,5,4272736,27680,2.768,5,.,.,11506891,Missouri,All beverages,unknown
2009,30,1,1726651,709653,812980,8729,0.8729,3,718998,9870,0.987,3,5,374,645767,Montana,Spirits,NABCA monthly sales volume data
2009,30,2,2818245,363554,812980,4472,0.4472,4,718998,5056,0.5056,4,3,122,343826,Montana,Wine,State annual sales volume data
2009,30,3,29710887,1336990,812980,16446,1.6446,1,718998,18595,1.8595,1,3,46,1366701,Montana,Beer,State annual sales volume data
2009,30,4,.,2410197,812980,29646,2.9646,2,718998,33522,3.3522,2,.,.,2356294,Montana,All beverages,unknown
2009,31,1,2386726,980944,1457201,6732,0.6732,8,1276017,7688,0.7688,8,7,368,878315,Nebraska,Spirits,Industry
2009,31,2,2298010,296443,1457201,2034,0.2034,9,1276017,2323,0.2323,9,7,123,282655,Nebraska,Wine,Industry
2009,31,3,45911000,2065995,1457201,14178,1.4178,2,1276017,16191,1.6191,3,7,46,2111906,Nebraska,Beer,Industry
2009,31,4,.,3343382,1457201,22944,2.2944,6,1276017,26202,2.6202,7,.,.,3272876,Nebraska,All beverages,unknown
2009,32,1,5875007,2414628,2166768,11144,1.1144,2,1914076,12615,1.2615,2,1,375,2203128,Nevada,Spirits,State monthly sales volume data
2009,32,2,9410308,1213930,2166768,5602,0.5602,2,1914076,6342,0.6342,2,1,124,1166878,Nevada,Wine,State monthly sales volume data
2009,32,3,73704175,3316688,2166768,15307,1.5307,1,1914076,17328,1.7328,1,1,46,3390392,Nevada,Beer,State monthly sales volume data
2009,32,4,.,6945246,2166768,32053,3.2053,1,1914076,36285,3.6285,1,.,.,6760398,Nevada,All beverages,unknown
2009,33,1,4909038,2017615,1099136,18356,1.8356,1,967557,20853,2.0853,1,3,369,1811435,New Hampshire,Spirits,State annual sales volume data
2009,33,2,7171852,925169,1099136,8417,0.8417,1,967557,9562,0.9562,1,3,124,889310,New Hampshire,Wine,State annual sales volume data
2009,33,3,43772000,1969740,1099136,17921,1.7921,1,967557,20358,2.0358,1,7,46,2013512,New Hampshire,Beer,Industry
2009,33,4,.,4912524,1099136,44694,4.4694,1,967557,50772,5.0772,1,.,.,4714257,New Hampshire,All beverages,unknown
2009,34,1,15036259,6179903,7180166,8607,0.8607,3,6352894,9728,0.9728,4,3,375,5638597,New Jersey,Spirits,State annual sales volume data
2009,34,2,31523415,4066521,7180166,5664,0.5664,2,6352894,6401,0.6401,2,3,123,3877380,New Jersey,Wine,State annual sales volume data
2009,34,3,145639363,6553771,7180166,9128,0.9128,10,6352894,10316,1.0316,10,3,47,6845050,New Jersey,Beer,State annual sales volume data
2009,34,4,.,16800195,7180166,23398,2.3398,6,6352894,26445,2.6445,6,.,.,16361027,New Jersey,All beverages,unknown
2009,35,1,2885008,1185738,1638907,7235,0.7235,6,1430793,8287,0.8287,6,1,374,1078993,New Mexico,Spirits,State monthly sales volume data
2009,35,2,4000963,516124,1638907,3149,0.3149,6,1430793,3607,0.3607,6,1,123,492118,New Mexico,Wine,State monthly sales volume data
2009,35,3,48854567,2198456,1638907,13414,1.3414,4,1430793,15365,1.5365,3,1,46,2247310,New Mexico,Beer,State monthly sales volume data
2009,35,4,.,3900318,1638907,23798,2.3798,5,1430793,27260,2.726,5,.,.,3818421,New Mexico,All beverages,unknown
2009,36,1,27166428,11165402,16019762,6970,0.697,7,14101515,7918,0.7918,7,1,380,10323243,New York,Spirits,State monthly sales volume data
2009,36,2,58245034,7513609,16019762,4690,0.469,4,14101515,5328,0.5328,4,1,122,7105894,New York,Wine,State monthly sales volume data
2009,36,3,325899414,14665474,16019762,9155,0.9155,10,14101515,10400,1.04,10,1,47,15317272,New York,Beer,State monthly sales volume data
2009,36,4,.,33344485,16019762,20815,2.0815,8,14101515,23646,2.3646,8,.,.,32746409,New York,All beverages,unknown
2009,37,1,10653136,4378439,7685536,5697,0.5697,10,6761017,6476,0.6476,10,5,376,4005579,North Carolina,Spirits,NABCA monthly sales volume data
2009,37,2,20226570,2609228,7685536,3395,0.3395,6,6761017,3859,0.3859,6,2,126,2548548,North Carolina,Wine,State monthly sales tax data
2009,37,3,187881184,8454653,7685536,11001,1.1001,7,6761017,12505,1.2505,7,2,47,8830416,North Carolina,Beer,State monthly sales tax data
2009,37,4,.,15442320,7685536,20093,2.0093,9,6761017,22840,2.284,9,.,.,15384543,North Carolina,All beverages,unknown
2009,38,1,1512261,621539,550227,11296,1.1296,2,481737,12902,1.2902,2,1,376,568610,North Dakota,Spirits,State monthly sales volume data
2009,38,2,1023091,131979,550227,2399,0.2399,8,481737,2740,0.274,8,1,123,125840,North Dakota,Wine,State monthly sales volume data
2009,38,3,19399042,872957,550227,15865,1.5865,1,481737,18121,1.8121,1,1,46,892356,North Dakota,Beer,State monthly sales volume data
2009,38,4,.,1626475,550227,29560,2.956,2,481737,33763,3.3763,2,.,.,1586806,North Dakota,All beverages,unknown
2009,39,1,10711138,4402278,9432464,4667,0.4667,10,8281236,5316,0.5316,10,3,351,3759609,Ohio,Spirits,State annual sales volume data
2009,39,2,19391389,2501489,9432464,2652,0.2652,7,8281236,3021,0.3021,7,7,124,2404532,Ohio,Wine,Industry
2009,39,3,272056000,12242520,9432464,12979,1.2979,5,8281236,14783,1.4783,4,7,46,12514576,Ohio,Beer,Industry
2009,39,4,.,19146287,9432464,20298,2.0298,8,8281236,23120,2.312,8,.,.,18678717,Ohio,All beverages,unknown
2009,40,1,4200709,1726491,2998542,5758,0.5758,9,2628324,6569,0.6569,9,7,380,1596269,Oklahoma,Spirits,Industry
2009,40,2,4138957,533925,2998542,1781,0.1781,9,2628324,2031,0.2031,9,7,124,513231,Oklahoma,Wine,Industry
2009,40,3,78244000,3520980,2998542,11742,1.1742,7,2628324,13396,1.3396,7,7,46,3599224,Oklahoma,Beer,Industry
2009,40,4,.,5781396,2998542,19281,1.9281,9,2628324,21997,2.1997,9,.,.,5708724,Oklahoma,All beverages,unknown
2009,41,1,6286532,2583765,3141368,8225,0.8225,5,2784465,9279,0.9279,5,5,377,2370023,Oregon,Spirits,NABCA monthly sales volume data
2009,41,2,11856921,1529543,3141368,4869,0.4869,3,2784465,5493,0.5493,3,7,123,1458401,Oregon,Wine,Industry
2009,41,3,89702037,4036592,3141368,12850,1.285,5,2784465,14497,1.4497,5,1,47,4215996,Oregon,Beer,State monthly sales volume data
2009,41,4,.,8149899,3141368,25944,2.5944,3,2784465,29269,2.9269,4,.,.,8044420,Oregon,All beverages,unknown
2009,42,1,16060364,6600810,10551952,6256,0.6256,8,9283181,7111,0.7111,8,3,365,5862033,Pennsylvania,Spirits,State annual sales volume data
2009,42,2,22783017,2939009,10551952,2785,0.2785,7,9283181,3166,0.3166,7,3,124,2825094,Pennsylvania,Wine,State annual sales volume data
2009,42,3,320137000,14406165,10551952,13653,1.3653,3,9283181,15519,1.5519,3,7,46,14726302,Pennsylvania,Beer,Industry
2009,42,4,.,23945984,10551952,22693,2.2693,7,9283181,25795,2.5795,7,.,.,23413429,Pennsylvania,All beverages,unknown
2009,44,1,1830526,752346,884047,8510,0.851,4,769620,9776,0.9776,3,3,364,666311,Rhode Island,Spirits,State annual sales volume data
2009,44,2,3743073,482856,884047,5462,0.5462,3,769620,6274,0.6274,3,3,123,460398,Rhode Island,Wine,State annual sales volume data
2009,44,3,21067378,948032,884047,10724,1.0724,8,769620,12318,1.2318,8,3,46,969099,Rhode Island,Beer,State annual sales volume data
2009,44,4,.,2183235,884047,24696,2.4696,5,769620,28368,2.8368,4,.,.,2095808,Rhode Island,All beverages,unknown
2009,45,1,6950312,2856578,3756617,7604,0.7604,5,3293695,8673,0.8673,5,7,386,2682820,South Carolina,Spirits,Industry
2009,45,2,6972426,899443,3756617,2394,0.2394,8,3293695,2731,0.2731,8,7,124,864581,South Carolina,Wine,Industry
2009,45,3,112282000,5052690,3756617,13450,1.345,3,3293695,15340,1.534,4,7,47,5277254,South Carolina,Beer,Industry
2009,45,4,.,8808711,3756617,23449,2.3449,6,3293695,26744,2.6744,6,.,.,8824655,South Carolina,All beverages,unknown
2009,46,1,1407226,578370,650671,8889,0.8889,3,569937,10148,1.0148,3,1,377,530524,South Dakota,Spirits,State monthly sales volume data
2009,46,2,1104628,142497,650671,2190,0.219,8,569937,2500,0.25,8,1,124,136974,South Dakota,Wine,State monthly sales volume data
2009,46,3,22289000,1003005,650671,15415,1.5415,1,569937,17599,1.7599,1,7,45,1003005,South Dakota,Beer,Industry
2009,46,4,.,1723872,650671,26494,2.6494,3,569937,30247,3.0247,3,.,.,1670503,South Dakota,All beverages,unknown
2009,47,1,7110933,2922593,5153184,5671,0.5671,10,4544534,6431,0.6431,10,7,381,2709265,Tennessee,Spirits,Industry
2009,47,2,8228836,1061520,5153184,2060,0.206,9,4544534,2336,0.2336,9,7,123,1012147,Tennessee,Wine,Industry
2009,47,3,120497000,5422365,5153184,10522,1.0522,9,4544534,11932,1.1932,9,7,46,5542862,Tennessee,Beer,Industry
2009,47,4,.,9406478,5153184,18254,1.8254,10,4544534,20698,2.0698,10,.,.,9264274,Tennessee,All beverages,unknown
2009,48,1,27439338,11277568,19498879,5784,0.5784,9,16900652,6673,0.6673,9,1,375,10289752,Texas,Spirits,State monthly sales volume data
2009,48,2,42188749,5442349,19498879,2791,0.2791,7,16900652,3220,0.322,6,1,123,5189216,Texas,Wine,State monthly sales volume data
2009,48,3,609536099,27429124,19498879,14067,1.4067,3,16900652,16230,1.623,2,1,45,27429124,Texas,Beer,State monthly sales volume data
2009,48,4,.,44149041,19498879,22642,2.2642,7,16900652,26123,2.6123,7,.,.,42908092,Texas,All beverages,unknown
2009,49,1,2329942,957606,2036793,4702,0.4702,10,1732093,5529,0.5529,10,1,373,869068,Utah,Spirits,State monthly sales volume data
2009,49,2,2718305,350661,2036793,1722,0.1722,10,1732093,2024,0.2024,9,1,123,334352,Utah,Wine,State monthly sales volume data
2009,49,3,32426000,1459170,2036793,7164,0.7164,10,1732093,8424,0.8424,10,7,46,1491596,Utah,Beer,Industry
2009,49,4,.,2767438,2036793,13587,1.3587,10,1732093,15977,1.5977,10,.,.,2695016,Utah,All beverages,unknown
2009,50,1,904452,371730,527719,7044,0.7044,7,462602,8036,0.8036,7,5,372,336456,Vermont,Spirits,NABCA monthly sales volume data
2009,50,2,2608071,336441,527719,6375,0.6375,1,462602,7273,0.7273,1,2,123,320793,Vermont,Wine,State monthly sales tax data
2009,50,3,16802000,756090,527719,14328,1.4328,2,462602,16344,1.6344,2,7,47,789694,Vermont,Beer,Industry
2009,50,4,.,1464261,527719,27747,2.7747,2,462602,31653,3.1653,2,.,.,1446943,Vermont,All beverages,unknown
2009,51,1,9230977,3793932,6506010,5831,0.5831,9,5734453,6616,0.6616,9,1,375,3461616,Virginia,Spirits,State monthly sales volume data
2009,51,2,21333827,2752064,6506010,4230,0.423,4,5734453,4799,0.4799,4,1,123,2624061,Virginia,Wine,State monthly sales volume data
2009,51,3,158962156,7153297,6506010,10995,1.0995,8,5734453,12474,1.2474,8,1,47,7471221,Virginia,Beer,State monthly sales volume data
2009,51,4,.,13699292,6506010,21056,2.1056,8,5734453,23889,2.3889,8,.,.,13556898,Virginia,All beverages,unknown
2009,53,1,9817265,4034896,5457093,7394,0.7394,6,4811442,8386,0.8386,6,1,376,3691291,Washington,Spirits,State monthly sales volume data
