Year (4-digit calendar year),"Geographic ID code (FIPS code, see specification below)",Type of beverage (see specification below),Gallons of beverage,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Gallons of ethanol per capita (14+),Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Gallons of ethanol per capita (21+),Decile for per capita consumption age 21 and older,Type of data source,Time-varying alcohol by volume (ABV),Gallons of ethanol derived from time-varying ABV,State_Region,Type of Beverage,Source
1977,11,2,3751000,483879,561538,8617,0.8617,1,470406,10286,1.0286,1,.,132,495132,District of Columbia,Wine,unknown
1977,11,3,16799000,755955,561538,13462,1.3462,4,470406,16070,1.607,5,.,48,806352,District of Columbia,Beer,unknown
1977,11,4,.,3014121,561538,53676,5.3676,1,470406,64075,6.4075,1,.,.,3093039,District of Columbia,All beverages,unknown
1977,12,1,24417000,10035387,7151647,14032,1.4032,2,6068925,16536,1.6536,2,.,414,10108638,Florida,Spirits,unknown
1977,12,2,17261000,2226669,7151647,3114,0.3114,4,6068925,3669,0.3669,4,.,126,2174886,Florida,Wine,unknown
1977,12,3,202474000,9111330,7151647,12740,1.274,6,6068925,15013,1.5013,6,.,48,9718752,Florida,Beer,unknown
1977,12,4,.,21373386,7151647,29886,2.9886,3,6068925,35218,3.5218,4,.,.,22002276,Florida,All beverages,unknown
1977,13,1,11479000,4717869,3977750,11861,1.1861,4,3245322,14537,1.4537,4,.,415,4763785,Georgia,Spirits,unknown
1977,13,2,4689000,604881,3977750,1521,0.1521,8,3245322,1864,0.1864,8,.,133,623637,Georgia,Wine,unknown
1977,13,3,91481000,4116645,3977750,10349,1.0349,9,3245322,12685,1.2685,9,.,48,4391088,Georgia,Beer,unknown
1977,13,4,.,9439395,3977750,23730,2.373,7,3245322,29086,2.9086,7,.,.,9778510,Georgia,All beverages,unknown
1977,15,1,2095000,861045,709315,12139,1.2139,3,580204,14840,1.484,3,.,411,861045,Hawaii,Spirits,unknown
1977,15,2,1901000,245229,709315,3457,0.3457,3,580204,4227,0.4227,3,.,124,235724,Hawaii,Wine,unknown
1977,15,3,24490000,1102050,709315,15537,1.5537,2,580204,18994,1.8994,2,.,48,1175520,Hawaii,Beer,unknown
1977,15,4,.,2208324,709315,31133,3.1133,2,580204,38061,3.8061,2,.,.,2272289,Hawaii,All beverages,unknown
1977,16,1,1249000,513339,660751,7769,0.7769,8,536414,9570,0.957,8,.,413,515837,Idaho,Spirits,unknown
1977,16,2,1116000,143964,660751,2179,0.2179,6,536414,2684,0.2684,6,.,123,137268,Idaho,Wine,unknown
1977,16,3,21607000,972315,660751,14715,1.4715,2,536414,18126,1.8126,2,.,48,1037136,Idaho,Beer,unknown
1977,16,4,.,1629618,660751,24663,2.4663,7,536414,30380,3.038,7,.,.,1690241,Idaho,All beverages,unknown
1977,17,1,25881000,10637091,8880063,11979,1.1979,3,7327594,14516,1.4516,4,.,410,10611210,Illinois,Spirits,unknown
1977,17,2,20648000,2663592,8880063,3000,0.3,4,7327594,3635,0.3635,4,.,135,2787480,Illinois,Wine,unknown
1977,17,3,261436000,11764620,8880063,13248,1.3248,5,7327594,16055,1.6055,5,.,48,12548928,Illinois,Beer,unknown
1977,17,4,.,25065303,8880063,28226,2.8226,4,7327594,34207,3.4207,4,.,.,25947618,Illinois,All beverages,unknown
1977,18,1,7777000,3196347,4172040,7661,0.7661,9,3413364,9364,0.9364,8,.,411,3196347,Indiana,Spirits,unknown
1977,18,2,4392000,566568,4172040,1358,0.1358,8,3413364,1660,0.166,9,.,140,614880,Indiana,Wine,unknown
1977,18,3,104618000,4707810,4172040,11284,1.1284,8,3413364,13792,1.3792,8,.,48,5021664,Indiana,Beer,unknown
1977,18,4,.,8470725,4172040,20304,2.0304,8,3413364,24816,2.4816,8,.,.,8832891,Indiana,All beverages,unknown
1977,19,1,4119000,1692909,2276107,7438,0.7438,9,1872856,9039,0.9039,9,.,411,1692909,Iowa,Spirits,unknown
1977,19,2,1721000,222009,2276107,975,0.0975,10,1872856,1185,0.1185,10,.,131,225451,Iowa,Wine,unknown
1977,19,3,67393000,3032685,2276107,13324,1.3324,5,1872856,16193,1.6193,4,.,48,3234864,Iowa,Beer,unknown
1977,19,4,.,4947603,2276107,21737,2.1737,8,1872856,26417,2.6417,8,.,.,5153224,Iowa,All beverages,unknown
1977,20,1,2909000,1195599,1829854,6534,0.6534,10,1507994,7928,0.7928,10,.,412,1198508,Kansas,Spirits,unknown
1977,20,2,1447000,186663,1829854,1020,0.102,9,1507994,1238,0.1238,9,.,135,195345,Kansas,Wine,unknown
1977,20,3,46552000,2094840,1829854,11448,1.1448,8,1507994,13892,1.3892,8,.,48,2234496,Kansas,Beer,unknown
1977,20,4,.,3477102,1829854,19002,1.9002,10,1507994,23058,2.3058,10,.,.,3628349,Kansas,All beverages,unknown
1977,21,1,4906000,2016366,2753183,7324,0.7324,9,2254014,8946,0.8946,9,.,412,2021272,Kentucky,Spirits,unknown
1977,21,2,1854000,239166,2753183,869,0.0869,10,2254014,1061,0.1061,10,.,139,257706,Kentucky,Wine,unknown
1977,21,3,70755000,3183975,2753183,11565,1.1565,8,2254014,14126,1.4126,8,.,48,3396240,Kentucky,Beer,unknown
1977,21,4,.,5439507,2753183,19757,1.9757,9,2254014,24133,2.4133,9,.,.,5675218,Kentucky,All beverages,unknown
1977,22,1,7367000,3027837,3021978,10019,1.0019,6,2431178,12454,1.2454,6,.,414,3049938,Louisiana,Spirits,unknown
1977,22,2,5776000,745104,3021978,2466,0.2466,5,2431178,3065,0.3065,5,.,139,802864,Louisiana,Wine,unknown
1977,22,3,85026000,3826170,3021978,12661,1.2661,6,2431178,15738,1.5738,6,.,48,4081248,Louisiana,Beer,unknown
1977,22,4,.,7599111,3021978,25146,2.5146,6,2431178,31257,3.1257,6,.,.,7934050,Louisiana,All beverages,unknown
1977,23,1,2128000,874608,857302,10202,1.0202,6,705631,12395,1.2395,6,.,407,866096,Maine,Spirits,unknown
1977,23,2,1519000,195951,857302,2286,0.2286,5,705631,2777,0.2777,5,.,126,191394,Maine,Wine,unknown
1977,23,3,25691000,1156095,857302,13485,1.3485,4,705631,16384,1.6384,4,.,48,1233168,Maine,Beer,unknown
1977,23,4,.,2226654,857302,25973,2.5973,6,705631,31556,3.1556,6,.,.,2290658,Maine,All beverages,unknown
1977,24,1,10959000,4504149,3256315,13832,1.3832,2,2675072,16837,1.6837,2,.,408,4471272,Maryland,Spirits,unknown
1977,24,2,7543000,973047,3256315,2988,0.2988,4,2675072,3637,0.3637,4,.,137,1033391,Maryland,Wine,unknown
1977,24,3,98677000,4440465,3256315,13636,1.3636,3,2675072,16599,1.6599,4,.,48,4736496,Maryland,Beer,unknown
1977,24,4,.,9917661,3256315,30457,3.0457,3,2675072,37074,3.7074,3,.,.,10241159,Maryland,All beverages,unknown
1977,25,1,13923000,5722353,4566474,12531,1.2531,3,3775420,15157,1.5157,3,.,405,5638815,Massachusetts,Spirits,unknown
1977,25,2,13147000,1695963,4566474,3714,0.3714,3,3775420,4492,0.4492,3,.,137,1801139,Massachusetts,Wine,unknown
1977,25,3,137042000,6166890,4566474,13505,1.3505,4,3775420,16334,1.6334,4,.,48,6578016,Massachusetts,Beer,unknown
1977,25,4,.,13585206,4566474,29750,2.975,3,3775420,35983,3.5983,3,.,.,14017970,Massachusetts,All beverages,unknown
1977,26,1,17501000,7192911,7023989,10240,1.024,6,5712010,12593,1.2593,6,.,411,7192911,Michigan,Spirits,unknown
1977,26,2,13078000,1687062,7023989,2402,0.2402,5,5712010,2954,0.2954,5,.,126,1647828,Michigan,Wine,unknown
1977,26,3,225773000,10159785,7023989,14464,1.4464,3,5712010,17787,1.7787,3,.,48,10837104,Michigan,Beer,unknown
1977,26,4,.,19039758,7023989,27107,2.7107,5,5712010,33333,3.3333,5,.,.,19677843,Michigan,All beverages,unknown
1977,27,1,8720000,3583920,3091397,11593,1.1593,4,2517570,14236,1.4236,4,.,409,3566480,Minnesota,Spirits,unknown
1977,27,2,4948000,638292,3091397,2065,0.2065,6,2517570,2535,0.2535,6,.,131,648188,Minnesota,Wine,unknown
1977,27,3,89833000,4042485,3091397,13077,1.3077,5,2517570,16057,1.6057,5,.,48,4311984,Minnesota,Beer,unknown
1977,27,4,.,8264697,3091397,26735,2.6735,5,2517570,32828,3.2828,5,.,.,8526652,Minnesota,All beverages,unknown
1977,28,1,3741000,1537551,1842886,8343,0.8343,7,1479390,10393,1.0393,7,.,411,1537551,Mississippi,Spirits,unknown
1977,28,2,1449000,186921,1842886,1014,0.1014,9,1479390,1264,0.1264,9,.,141,204309,Mississippi,Wine,unknown
1977,28,3,42563000,1915335,1842886,10393,1.0393,9,1479390,12947,1.2947,9,.,48,2043024,Mississippi,Beer,unknown
1977,28,4,.,3639807,1842886,19751,1.9751,9,1479390,24603,2.4603,9,.,.,3784884,Mississippi,All beverages,unknown
1977,29,1,7719000,3172509,3823425,8298,0.8298,7,3158150,10045,1.0045,8,.,410,3164790,Missouri,Spirits,unknown
1977,29,2,5497000,709113,3823425,1855,0.1855,7,3158150,2245,0.2245,7,.,146,802562,Missouri,Wine,unknown
1977,29,3,104091000,4684095,3823425,12251,1.2251,6,3158150,14832,1.4832,7,.,48,4996368,Missouri,Beer,unknown
1977,29,4,.,8565717,3823425,22403,2.2403,8,3158150,27123,2.7123,8,.,.,8963720,Missouri,All beverages,unknown
1977,30,1,1589000,653079,595598,10965,1.0965,5,485576,13450,1.345,5,.,411,653079,Montana,Spirits,unknown
1977,30,2,903000,116487,595598,1956,0.1956,6,485576,2399,0.2399,6,.,130,117390,Montana,Wine,unknown
1977,30,3,24108000,1084860,595598,18215,1.8215,1,485576,22342,2.2342,1,.,48,1157184,Montana,Beer,unknown
1977,30,4,.,1854426,595598,31136,3.1136,2,485576,38190,3.819,2,.,.,1927653,Montana,All beverages,unknown
1977,31,1,2697000,1108467,1214342,9128,0.9128,7,997865,11108,1.1108,7,.,412,1111164,Nebraska,Spirits,unknown
1977,31,2,1593000,205497,1214342,1692,0.1692,7,997865,2059,0.2059,7,.,129,205497,Nebraska,Wine,unknown
1977,31,3,39450000,1775250,1214342,14619,1.4619,3,997865,17790,1.779,3,.,48,1893600,Nebraska,Beer,unknown
1977,31,4,.,3089214,1214342,25439,2.5439,6,997865,30958,3.0958,6,.,.,3210261,Nebraska,All beverages,unknown
1977,32,1,4593000,1887723,529997,35618,3.5618,1,442256,42684,4.2684,1,.,413,1896909,Nevada,Spirits,unknown
1977,32,2,3154000,406866,529997,7677,0.7677,1,442256,9200,0.92,1,.,126,397404,Nevada,Wine,unknown
1977,32,3,23451000,1055295,529997,19911,1.9911,1,442256,23862,2.3862,1,.,48,1125648,Nevada,Beer,unknown
1977,32,4,.,3349884,529997,63206,6.3206,1,442256,75745,7.5745,1,.,.,3419961,Nevada,All beverages,unknown
1977,33,1,4727000,1942797,673655,28840,2.884,1,556155,34933,3.4933,1,.,409,1933343,New Hampshire,Spirits,unknown
1977,33,2,2561000,330369,673655,4904,0.4904,1,556155,5940,0.594,1,.,133,340613,New Hampshire,Wine,unknown
1977,33,3,27793000,1250685,673655,18566,1.8566,1,556155,22488,2.2488,1,.,48,1334064,New Hampshire,Beer,unknown
1977,33,4,.,3523851,673655,52309,5.2309,1,556155,63361,6.3361,1,.,.,3608020,New Hampshire,All beverages,unknown
1977,34,1,15894000,6532434,5776121,11309,1.1309,4,4831345,13521,1.3521,5,.,409,6500646,New Jersey,Spirits,unknown
1977,34,2,17968000,2317872,5776121,4013,0.4013,2,4831345,4798,0.4798,2,.,137,2461616,New Jersey,Wine,unknown
1977,34,3,148254000,6671430,5776121,11550,1.155,8,4831345,13809,1.3809,8,.,48,7116192,New Jersey,Beer,unknown
1977,34,4,.,15521736,5776121,26872,2.6872,5,4831345,32127,3.2127,6,.,.,16078454,New Jersey,All beverages,unknown
1977,35,1,2096000,861456,910168,9465,0.9465,6,725703,11871,1.1871,6,.,406,850976,New Mexico,Spirits,unknown
1977,35,2,2215000,285735,910168,3139,0.3139,4,725703,3937,0.3937,4,.,138,305670,New Mexico,Wine,unknown
1977,35,3,32722000,1472490,910168,16178,1.6178,2,725703,20291,2.0291,2,.,48,1570656,New Mexico,Beer,unknown
1977,35,4,.,2619681,910168,28782,2.8782,4,725703,36099,3.6099,3,.,.,2727302,New Mexico,All beverages,unknown
1977,36,1,40421000,16613031,14124710,11762,1.1762,4,11823396,14051,1.4051,4,.,411,16613031,New York,Spirits,unknown
1977,36,2,42241000,5449089,14124710,3858,0.3858,3,11823396,4609,0.4609,3,.,136,5744776,New York,Wine,unknown
1977,36,3,371623000,16723035,14124710,11840,1.184,7,11823396,14144,1.4144,7,.,48,17837904,New York,Beer,unknown
1977,36,4,.,38785155,14124710,27459,2.7459,5,11823396,32804,3.2804,5,.,.,40195711,New York,All beverages,unknown
1977,37,1,8698000,3574878,4421318,8086,0.8086,8,3621298,9872,0.9872,8,.,418,3635764,North Carolina,Spirits,unknown
1977,37,2,6633000,855657,4421318,1935,0.1935,7,3621298,2363,0.2363,7,.,151,1001583,North Carolina,Wine,unknown
1977,37,3,96452000,4340340,4421318,9817,0.9817,10,3621298,11986,1.1986,10,.,48,4629696,North Carolina,Beer,unknown
1977,37,4,.,8770875,4421318,19838,1.9838,9,3621298,24220,2.422,9,.,.,9267043,North Carolina,All beverages,unknown
1977,38,1,1381000,567591,505892,11220,1.122,5,408756,13886,1.3886,4,.,409,564829,North Dakota,Spirits,unknown
1977,38,2,596000,76884,505892,1520,0.152,8,408756,1881,0.1881,8,.,132,78672,North Dakota,Wine,unknown
1977,38,3,15153000,681885,505892,13479,1.3479,4,408756,16682,1.6682,3,.,48,727344,North Dakota,Beer,unknown
1977,38,4,.,1326360,505892,26218,2.6218,6,408756,32449,3.2449,5,.,.,1370845,North Dakota,All beverages,unknown
1977,39,1,14187000,5830857,8364047,6971,0.6971,10,6876032,8480,0.848,10,.,410,5816670,Ohio,Spirits,unknown
1977,39,2,11375000,1467375,8364047,1754,0.1754,7,6876032,2134,0.2134,7,.,137,1558375,Ohio,Wine,unknown
1977,39,3,215853000,9713385,8364047,11613,1.1613,7,6876032,14126,1.4126,7,.,48,10360944,Ohio,Beer,unknown
1977,39,4,.,17011617,8364047,20339,2.0339,8,6876032,24740,2.474,8,.,.,17735989,Ohio,All beverages,unknown
1977,40,1,4184000,1719624,2244236,7662,0.7662,8,1857692,9257,0.9257,9,.,413,1727992,Oklahoma,Spirits,unknown
1977,40,2,2336000,301344,2244236,1343,0.1343,9,1857692,1622,0.1622,9,.,142,331712,Oklahoma,Wine,unknown
1977,40,3,52097000,2344365,2244236,10446,1.0446,9,1857692,12620,1.262,9,.,48,2500656,Oklahoma,Beer,unknown
1977,40,4,.,4365333,2244236,19451,1.9451,9,1857692,23499,2.3499,9,.,.,4560360,Oklahoma,All beverages,unknown
1977,41,1,4386000,1802646,1916970,9404,0.9404,7,1603343,11243,1.1243,7,.,415,1820190,Oregon,Spirits,unknown
1977,41,2,6753000,871137,1916970,4544,0.4544,1,1603343,5433,0.5433,1,.,126,850878,Oregon,Wine,unknown
1977,41,3,55511000,2497995,1916970,13031,1.3031,6,1603343,15580,1.558,6,.,48,2664528,Oregon,Beer,unknown
1977,41,4,.,5171778,1916970,26979,2.6979,5,1603343,32256,3.2256,5,.,.,5335596,Oregon,All beverages,unknown
1977,42,1,16949000,6966039,9463689,7361,0.7361,9,7892753,8826,0.8826,9,.,411,6966039,Pennsylvania,Spirits,unknown
1977,42,2,14779000,1906491,9463689,2015,0.2015,6,7892753,2415,0.2415,6,.,137,2024723,Pennsylvania,Wine,unknown
1977,42,3,281100000,12649500,9463689,13366,1.3366,5,7892753,16027,1.6027,6,.,48,13492800,Pennsylvania,Beer,unknown
1977,42,4,.,21522030,9463689,22742,2.2742,8,7892753,27268,2.7268,8,.,.,22483562,Pennsylvania,All beverages,unknown
1977,44,1,2015000,828165,759862,10899,1.0899,5,630526,13135,1.3135,5,.,407,820105,Rhode Island,Spirits,unknown
1977,44,2,2484000,320436,759862,4217,0.4217,2,630526,5082,0.5082,2,.,136,337824,Rhode Island,Wine,unknown
1977,44,3,22852000,1028340,759862,13533,1.3533,4,630526,16309,1.6309,4,.,48,1096896,Rhode Island,Beer,unknown
1977,44,4,.,2176941,759862,28649,2.8649,4,630526,34526,3.4526,4,.,.,2254825,Rhode Island,All beverages,unknown
1977,45,1,6060000,2490660,2285629,10897,1.0897,5,1843538,13510,1.351,5,.,415,2514900,South Carolina,Spirits,unknown
1977,45,2,2880000,371520,2285629,1625,0.1625,8,1843538,2015,0.2015,8,.,134,385920,South Carolina,Wine,unknown
1977,45,3,56894000,2560230,2285629,11201,1.1201,8,1843538,13888,1.3888,8,.,48,2730912,South Carolina,Beer,unknown
1977,45,4,.,5422410,2285629,23724,2.3724,7,1843538,29413,2.9413,7,.,.,5631732,South Carolina,All beverages,unknown
1977,46,1,1386000,569646,533911,10669,1.0669,5,432096,13183,1.3183,5,.,408,565488,South Dakota,Spirits,unknown
1977,46,2,686000,88494,533911,1657,0.1657,7,432096,2048,0.2048,7,.,142,97412,South Dakota,Wine,unknown
1977,46,3,13727000,617715,533911,11570,1.157,7,432096,14296,1.4296,7,.,48,658896,South Dakota,Beer,unknown
1977,46,4,.,1275855,533911,23896,2.3896,7,432096,29527,2.9527,7,.,.,1321796,South Dakota,All beverages,unknown
1977,47,1,5747000,2362017,3441941,6862,0.6862,10,2847098,8296,0.8296,10,.,411,2362017,Tennessee,Spirits,unknown
1977,47,2,2606000,336174,3441941,977,0.0977,10,2847098,1181,0.1181,10,.,134,349204,Tennessee,Wine,unknown
1977,47,3,81994000,3689730,3441941,10720,1.072,9,2847098,12960,1.296,9,.,48,3935712,Tennessee,Beer,unknown
1977,47,4,.,6387921,3441941,18559,1.8559,10,2847098,22437,2.2437,10,.,.,6646933,Tennessee,All beverages,unknown
1977,48,1,19122000,7859142,10047490,7822,0.7822,8,8202215,9582,0.9582,8,.,418,7992996,Texas,Spirits,unknown
1977,48,2,10928000,1409712,10047490,1403,0.1403,8,8202215,1719,0.1719,8,.,133,1453424,Texas,Wine,unknown
1977,48,3,354055000,15932475,10047490,15857,1.5857,2,8202215,19425,1.9425,2,.,48,16994640,Texas,Beer,unknown
1977,48,4,.,25201329,10047490,25082,2.5082,6,8202215,30725,3.0725,6,.,.,26441060,Texas,All beverages,unknown
1977,49,1,1301000,534711,938311,5699,0.5699,10,742823,7198,0.7198,10,.,400,520400,Utah,Spirits,unknown
1977,49,2,971000,125259,938311,1335,0.1335,9,742823,1686,0.1686,8,.,132,128172,Utah,Wine,unknown
1977,49,3,19570000,880650,938311,9385,0.9385,10,742823,11855,1.1855,10,.,48,939360,Utah,Beer,unknown
1977,49,4,.,1540620,938311,16419,1.6419,10,742823,20740,2.074,10,.,.,1587932,Utah,All beverages,unknown
1977,50,1,1430000,587730,379952,15469,1.5469,1,309769,18973,1.8973,1,.,409,584870,Vermont,Spirits,unknown
1977,50,2,1283000,165507,379952,4356,0.4356,2,309769,5343,0.5343,2,.,128,164224,Vermont,Wine,unknown
1977,50,3,11798000,530910,379952,13973,1.3973,3,309769,17139,1.7139,3,.,48,566304,Vermont,Beer,unknown
1977,50,4,.,1284147,379952,33798,3.3798,1,309769,41455,4.1455,1,.,.,1315398,Vermont,All beverages,unknown
1977,51,1,8812000,3621732,4060738,8919,0.8919,7,3331430,10871,1.0871,7,.,416,3665792,Virginia,Spirits,unknown
1977,51,2,6611000,852819,4060738,2100,0.21,6,3331430,2560,0.256,6,.,129,852819,Virginia,Wine,unknown
1977,51,3,105831000,4762395,4060738,11728,1.1728,7,3331430,14295,1.4295,7,.,48,5079888,Virginia,Beer,unknown
1977,51,4,.,9236946,4060738,22747,2.2747,7,3331430,27727,2.7727,7,.,.,9598499,Virginia,All beverages,unknown
1977,53,1,7588000,3118668,2945691,10587,1.0587,6,2443054,12765,1.2765,6,.,414,3141432,Washington,Spirits,unknown
1977,53,2,10222000,1318638,2945691,4476,0.4476,2,2443054,5397,0.5397,2,.,127,1298194,Washington,Wine,unknown
1977,53,3,87647000,3944115,2945691,13389,1.3389,5,2443054,16144,1.6144,5,.,48,4207056,Washington,Beer,unknown
1977,53,4,.,8381421,2945691,28453,2.8453,4,2443054,34307,3.4307,4,.,.,8646682,Washington,All beverages,unknown
1977,54,1,2752000,1131072,1485147,7616,0.7616,9,1237958,9137,0.9137,9,.,413,1136576,West Virginia,Spirits,unknown
1977,54,2,986000,127194,1485147,856,0.0856,10,1237958,1027,0.1027,10,.,140,138040,West Virginia,Wine,unknown
1977,54,3,31370000,1411650,1485147,9505,0.9505,10,1237958,11403,1.1403,10,.,48,1505760,West Virginia,Beer,unknown
1977,54,4,.,2669916,1485147,17977,1.7977,10,1237958,21567,2.1567,10,.,.,2780376,West Virginia,All beverages,unknown
1977,55,1,11156000,4585116,3580767,12805,1.2805,2,2916692,15720,1.572,2,.,406,4529336,Wisconsin,Spirits,unknown
1977,55,2,7578000,977562,3580767,2730,0.273,5,2916692,3352,0.3352,5,.,132,1000296,Wisconsin,Wine,unknown
1977,55,3,144184000,6488280,3580767,18120,1.812,1,2916692,22245,2.2245,1,.,48,6920832,Wisconsin,Beer,unknown
1977,55,4,.,12050958,3580767,33655,3.3655,1,2916692,41317,4.1317,2,.,.,12450464,Wisconsin,All beverages,unknown
1977,56,1,996000,409356,312816,13086,1.3086,2,255299,16034,1.6034,2,.,408,406368,Wyoming,Spirits,unknown
1977,56,2,495000,63855,312816,2041,0.2041,6,255299,2501,0.2501,6,.,129,63855,Wyoming,Wine,unknown
1977,56,3,12373000,556785,312816,17799,1.7799,1,255299,21809,2.1809,1,.,48,593904,Wyoming,Beer,unknown
1977,56,4,.,1029996,312816,32927,3.2927,2,255299,40345,4.0345,2,.,.,1064127,Wyoming,All beverages,unknown
1977,91,1,104779000,43064169,39042220,11030,1.103,.,32557673,13227,1.3227,.,.,410,42959390,Northeast Region,Spirits,unknown
1977,91,2,102647000,13241463,39042220,3392,0.3392,.,32557673,4067,0.4067,.,.,136,13959992,Northeast Region,Wine,unknown
1977,91,3,1083853000,48773385,39042220,12492,1.2492,.,32557673,14981,1.4981,.,.,48,52024944,Northeast Region,Beer,unknown
1977,91,4,.,105079017,39042220,26914,2.6914,.,32557673,32275,3.2275,.,.,.,108944326,Northeast Region,All beverages,unknown
1977,92,1,105433000,43332963,45295834,9567,0.9567,.,37140979,11667,1.1667,.,.,410,43227530,Midwest Region,Spirits,unknown
1977,92,2,73559000,9489111,45295834,2095,0.2095,.,37140979,2555,0.2555,.,.,134,9856906,Midwest Region,Wine,unknown
1977,92,3,1328063000,59762835,45295834,13194,1.3194,.,37140979,16091,1.6091,.,.,48,63747024,Midwest Region,Beer,unknown
1977,92,4,.,112584909,45295834,24855,2.4855,.,37140979,30313,3.0313,.,.,.,116831460,Midwest Region,All beverages,unknown
1977,93,1,132414000,54422154,55622462,9784,0.9784,.,45720967,11903,1.1903,.,.,414,54819396,South Region,Spirits,unknown
1977,93,2,80260000,10353540,55622462,1861,0.1861,.,45720967,2265,0.2265,.,.,134,10754840,South Region,Wine,unknown
1977,93,3,1496013000,67320585,55622462,12103,1.2103,.,45720967,14724,1.4724,.,.,48,71808624,South Region,Beer,unknown
1977,93,4,.,132096279,55622462,23749,2.3749,.,45720967,28892,2.8892,.,.,.,137382860,South Region,All beverages,unknown
1977,94,1,91268000,37511148,31381027,11953,1.1953,.,25915685,14474,1.4474,.,.,409,37328612,West Region,Spirits,unknown
1977,94,2,128408000,16564632,31381027,5279,0.5279,.,25915685,6392,0.6392,.,.,128,16436224,West Region,Wine,unknown
1977,94,3,944105000,42484725,31381027,13538,1.3538,.,25915685,16393,1.6393,.,.,48,45317040,West Region,Beer,unknown
1977,94,4,.,96560505,31381027,30770,3.077,.,25915685,37259,3.7259,.,.,.,99081876,West Region,All beverages,unknown
1977,99,1,433894000,178330434,171341543,10408,1.0408,.,141335304,12618,1.2618,.,.,411,178330434,United States,Spirits,unknown
1977,99,2,384874000,49648746,171341543,2898,0.2898,.,141335304,3513,0.3513,.,.,133,51188242,United States,Wine,unknown
1977,99,3,4852034000,218341530,171341543,12743,1.2743,.,141335304,15448,1.5448,.,.,48,232897632,United States,Beer,unknown
1977,99,4,.,446320710,171341543,26049,2.6049,.,141335304,31579,3.1579,.,.,.,462416308,United States,All beverages,unknown
1978,1,1,6149000,2527239,2960699,8536,0.8536,8,2427920,10409,1.0409,8,.,415,2551835,Alabama,Spirits,unknown
1978,1,2,2644000,341076,2960699,1152,0.1152,9,2427920,1405,0.1405,9,.,134,354296,Alabama,Wine,unknown
1978,1,3,62725000,2822625,2960699,9534,0.9534,10,2427920,11626,1.1626,10,.,48,3010800,Alabama,Beer,unknown
1978,1,4,.,5690940,2960699,19222,1.9222,9,2427920,23440,2.344,9,.,.,5916931,Alabama,All beverages,unknown
1978,2,1,1220000,501420,299375,16749,1.6749,1,240678,20834,2.0834,1,.,401,489220,Alaska,Spirits,unknown
1978,2,2,1034000,133386,299375,4455,0.4455,2,240678,5542,0.5542,2,.,144,148896,Alaska,Wine,unknown
1978,2,3,9260000,416700,299375,13919,1.3919,4,240678,17314,1.7314,3,.,48,444480,Alaska,Beer,unknown
1978,2,4,.,1051506,299375,35123,3.5123,1,240678,43689,4.3689,1,.,.,1082596,Alaska,All beverages,unknown
1978,4,1,4865000,1999515,1939465,10310,1.031,6,1599186,12503,1.2503,6,.,409,1989785,Arizona,Spirits,unknown
1978,4,2,5255000,677895,1939465,3495,0.3495,4,1599186,4239,0.4239,4,.,138,725190,Arizona,Wine,unknown
1978,4,3,71535000,3219075,1939465,16598,1.6598,2,1599186,20129,2.0129,2,.,48,3433680,Arizona,Beer,unknown
1978,4,4,.,5896485,1939465,30403,3.0403,3,1599186,36872,3.6872,3,.,.,6148655,Arizona,All beverages,unknown
1978,5,1,2998000,1232178,1741017,7077,0.7077,10,1444678,8529,0.8529,10,.,408,1223184,Arkansas,Spirits,unknown
1978,5,2,1490000,192210,1741017,1104,0.1104,9,1444678,1330,0.133,9,.,150,223500,Arkansas,Wine,unknown
1978,5,3,36564000,1645380,1741017,9451,0.9451,10,1444678,11389,1.1389,10,.,48,1755072,Arkansas,Beer,unknown
1978,5,4,.,3069768,1741017,17632,1.7632,10,1444678,21249,2.1249,10,.,.,3201756,Arkansas,All beverages,unknown
1978,6,1,56810000,23348910,18103569,12897,1.2897,3,15103503,15459,1.5459,3,.,404,22951240,California,Spirits,unknown
1978,6,2,93478000,12058662,18103569,6661,0.6661,1,15103503,7984,0.7984,1,.,125,11684750,California,Wine,unknown
1978,6,3,533487000,24006915,18103569,13261,1.3261,6,15103503,15895,1.5895,6,.,48,25607376,California,Beer,unknown
1978,6,4,.,59414487,18103569,32819,3.2819,2,15103503,39338,3.9338,2,.,.,60243366,California,All beverages,unknown
1978,8,1,7336000,3015096,2162953,13940,1.394,2,1779971,16939,1.6939,2,.,406,2978416,Colorado,Spirits,unknown
1978,8,2,7772000,1002588,2162953,4635,0.4635,2,1779971,5633,0.5633,2,.,125,971500,Colorado,Wine,unknown
1978,8,3,77029000,3466305,2162953,16026,1.6026,2,1779971,19474,1.9474,2,.,48,3697392,Colorado,Beer,unknown
1978,8,4,.,7483989,2162953,34601,3.4601,2,1779971,42046,4.2046,2,.,.,7647308,Colorado,All beverages,unknown
1978,9,1,7292000,2997012,2467397,12146,1.2146,3,2061490,14538,1.4538,4,.,407,2967844,Connecticut,Spirits,unknown
1978,9,2,7312000,943248,2467397,3823,0.3823,3,2061490,4576,0.4576,3,.,137,1001744,Connecticut,Wine,unknown
