Year,State_Region,Type of Beverage,Gallons of beverage,Gallons of ethanol,Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older
1981,South Dakota,All beverages,17.716,1.360608,0.535662,25400,0.446796,30453
1981,Tennessee,All beverages,102.492,7.245342,3.661408,19788,3.083515,23497
1981,Texas,All beverages,509.038,33.332064,11.346448,29377,9.485322,35141
1981,Utah,All beverages,26.421999999999997,1.837248,1.051302,17476,0.861983,21314
1981,Vermont,All beverages,16.423000000000002,1.357269,0.408331,33239,0.340455,39866
1981,Virginia,All beverages,137.57299999999998,10.403517,4.35938,23865,3.662607,28405
1981,Washington,All beverages,125.358,9.935124,3.35599,29604,2.85424,34808
1981,West Virginia,All beverages,40.031000000000006,2.833185,1.534779,18460,1.299656,21799
1981,Wisconsin,All beverages,182.712,13.005918,3.734437,34827,3.112394,41788
1981,Wyoming,All beverages,17.572,1.268922,0.370013,34294,0.311297,40762
1982,Alabama,All beverages,77.768,5.832174,3.071296,18989,2.579624,22609
1982,Alaska,All beverages,15.469,1.320015,0.336935,39177,0.281749,46851
1982,Arizona,All beverages,98.49799999999999,6.983562,2.271324,30747,1.930488,36175
1982,Arkansas,All beverages,45.545,3.196953,1.80047,17756,1.522602,20997
1982,California,All beverages,766.572,63.749664,19.813692,32175,16.947274,37616
1982,Colorado,All beverages,103.143,7.896303,2.418801,32646,2.062323,38288
1982,Connecticut,All beverages,76.887,7.056225,2.570746,27448,2.183824,32311
1982,Delaware,All beverages,19.297,1.561437,0.47928,32579,0.403059,38740
1982,District of Columbia,All beverages,25.189,2.847417,0.534636,53259,0.464035,61362
1982,Florida,All beverages,351.28200000000004,28.233492,8.651693,32633,7.532849,37480
1982,Georgia,All beverages,127.804,10.415244,4.406193,23638,3.692987,28203
1982,Hawaii,All beverages,36.183,2.658801,0.779356,34115,0.662896,40109
1982,Idaho,All beverages,26.514,1.855986,0.72351,25653,0.607782,30537
1982,Illinois,All beverages,332.22700000000003,25.587351,9.025106,28351,7.646856,33461
1982,Indiana,All beverages,137.21,9.581634,4.282806,22372,3.60821,26555
1982,Iowa,All beverages,76.99600000000001,4.987668,2.281426,21862,1.933412,25797
1982,Kansas,All beverages,56.623000000000005,3.846957,1.899064,20257,1.624231,23685
1982,Kentucky,All beverages,80.792,5.722146,2.880773,19863,2.421438,23631
1982,Louisiana,All beverages,125.745,9.252555,3.327077,27810,2.753718,33600
1982,Maine,All beverages,30.47,2.36907,0.903044,26234,0.761353,31117
1982,Maryland,All beverages,116.059,9.530565,3.456569,27572,2.915377,32691
1982,Massachusetts,All beverages,175.08499999999998,14.576751,4.741346,30744,4.025322,36213
1982,Michigan,All beverages,253.23000000000002,19.467186,7.139202,27268,5.985561,32524
1982,Minnesota,All beverages,114.605,8.957535,3.259082,27485,2.750928,32562
1982,Mississippi,All beverages,56.479,4.086609,1.941705,21046,1.59987,25543
1982,Missouri,All beverages,134.798,9.374688,3.918469,23924,3.333227,28125
1982,Montana,All beverages,28.305999999999997,1.970646,0.623686,31597,0.527587,37352
1982,Nebraska,All beverages,46.002,2.9424,1.241493,23700,1.056274,27856
1982,Nevada,All beverages,39.716,3.70926,0.703987,52689,0.604543,61356
1982,New Hampshire,All beverages,39.763,3.661839,0.756934,48377,0.641924,57045
1982,New Jersey,All beverages,204.108,17.325294,6.040056,28684,5.135995,33733
1982,New Mexico,All beverages,44.616,3.09681,1.035173,29916,0.859071,36048
1982,New York,All beverages,491.729,40.667169,14.268943,28500,12.143053,33490
1982,North Carolina,All beverages,131.982,10.219056,4.798175,21298,4.053804,25209
1982,North Dakota,All beverages,19.651,1.450449,0.520433,27870,0.438751,33059
1982,Ohio,All beverages,293.28,19.414926,8.497146,22849,7.200984,26961
1982,Oklahoma,All beverages,72.892,5.391594,2.522663,21373,2.149456,25084
1982,Oregon,All beverages,75.089,5.741781,2.10862,27230,1.815965,31618
1982,Pennsylvania,All beverages,341.599,22.798515,9.623197,23691,8.217224,27745
1982,Rhode Island,All beverages,28.723,2.302719,0.782823,29416,0.666173,34566
1982,South Carolina,All beverages,78.699,6.088521,2.505738,24298,2.0879,29161
1982,South Dakota,All beverages,17.345,1.306659,0.53539,24406,0.451118,28965
1982,Tennessee,All beverages,102.64500000000001,7.247109,3.684902,19667,3.125901,23184
1982,Texas,All beverages,518.913,33.488439,11.798911,28383,9.934947,33708
1982,Utah,All beverages,26.852,1.836588,1.078468,17030,0.893044,20565
1982,Vermont,All beverages,16.4,1.327758,0.411918,32234,0.347115,38251
1982,Virginia,All beverages,160.96,11.398272,4.407952,25858,3.727792,30576
1982,Washington,All beverages,121.34700000000001,9.583083,3.390577,28264,2.903969,33000
1982,West Virginia,All beverages,41.510000000000005,2.758332,1.535306,17966,1.3065,21112
1982,Wisconsin,All beverages,180.261,12.343071,3.742437,32981,3.145975,39234
1982,Wyoming,All beverages,16.866,1.225044,0.380509,32195,0.322915,37937
1983,Alabama,All beverages,79.064,5.875908,3.088856,19023,2.609345,22519
1983,Alaska,All beverages,17.049,1.445757,0.365673,39537,0.30715,47070
1983,Arizona,All beverages,96.54899999999999,7.067673,2.339262,30213,2.000127,35336
1983,Arkansas,All beverages,46.298,3.258906,1.815799,17948,1.544104,21105
1983,California,All beverages,783.1200000000001,64.909392,20.238325,32073,17.391552,37322
1983,Colorado,All beverages,101.91499999999999,7.797897,2.475367,31502,2.12295,36731
1983,Connecticut,All beverages,80.842,7.288428,2.598565,28048,2.217607,32866
1983,Delaware,All beverages,19.587,1.576371,0.48473,32521,0.41077,38376
1983,District of Columbia,All beverages,25.814,2.819604,0.535269,52676,0.468235,60218
1983,Florida,All beverages,359.746,28.153986,8.902764,31624,7.790373,36139
1983,Georgia,All beverages,133.10899999999998,10.847907,4.48336,24196,3.77922,28704
1983,Hawaii,All beverages,38.22,2.746848,0.795048,34549,0.67938,40432
1983,Idaho,All beverages,26.653,1.843965,0.730325,25249,0.617268,29873
1983,Illinois,All beverages,334.78,25.436178,9.026268,28180,7.691781,33069
1983,Indiana,All beverages,135.836,9.423732,4.282854,22003,3.630665,25956
1983,Iowa,All beverages,76.56800000000001,4.94682,2.271948,21773,1.938378,25520
1983,Kansas,All beverages,55.823,3.762879,1.910113,19700,1.644166,22886
1983,Kentucky,All beverages,80.775,5.666817,2.899563,19544,2.452851,23103
1983,Louisiana,All beverages,123.882,9.318138,3.36267,27711,2.800464,33274
1983,Maine,All beverages,31.114,2.40777,0.911889,26404,0.773533,31127
1983,Maryland,All beverages,123.626,10.09719,3.492658,28910,2.962619,34082
1983,Massachusetts,All beverages,176.40500000000003,14.582889,4.781816,30497,4.083287,35714
1983,Michigan,All beverages,247.22400000000002,18.59892,7.111268,26154,5.995543,31021
1983,Minnesota,All beverages,115.561,8.973849,3.270458,27439,2.780993,32269
1983,Mississippi,All beverages,57.318,4.107534,1.952885,21033,1.618258,25382
1983,Missouri,All beverages,134.761,9.382845,3.937471,23830,3.373057,27817
1983,Montana,All beverages,28.306,1.96071,0.631242,31061,0.537459,36481
1983,Nebraska,All beverages,46.025,3.123087,1.243589,25113,1.065441,29313
1983,Nevada,All beverages,40.141999999999996,3.734988,0.721258,51784,0.622743,59976
1983,New Hampshire,All beverages,44.858000000000004,3.9135,0.768717,50910,0.656271,59632
1983,New Jersey,All beverages,204.457,17.387211,6.095951,28523,5.208766,33381
1983,New Mexico,All beverages,45.574,3.190044,1.061429,30054,0.887571,35941
1983,New York,All beverages,484.961,39.857997,14.380577,27717,12.288983,32434
1983,North Carolina,All beverages,137.153,10.332483,4.863574,21245,4.131928,25006
1983,North Dakota,All beverages,19.433,1.426875,0.52574,27140,0.446353,31967
1983,Ohio,All beverages,284.603,18.923217,8.498106,22268,7.23854,26142
1983,Oklahoma,All beverages,67.914,5.090472,2.580029,19730,2.208561,23049
1983,Oregon,All beverages,74.449,5.674437,2.102573,26988,1.819606,31185
1983,Pennsylvania,All beverages,335.304,22.237368,9.637938,23073,8.26928,26892
1983,Rhode Island,All beverages,30.905,2.393697,0.786705,30427,0.673348,35549
1983,South Carolina,All beverages,81.544,6.300786,2.532942,24875,2.124845,29653
1983,South Dakota,All beverages,17.611,1.310955,0.536982,24413,0.456148,28740
1983,Tennessee,All beverages,101.617,7.215237,3.708833,19454,3.164439,22801
1983,Texas,All beverages,512.3620000000001,33.74625,12.149523,27776,10.288313,32801
1983,Utah,All beverages,24.333000000000002,1.692141,1.100143,15381,0.916915,18455
1983,Vermont,All beverages,17.023,1.346385,0.41648,32328,0.353527,38084
1983,Virginia,All beverages,164.635,11.475099,4.479522,25617,3.807377,30139
1983,Washington,All beverages,119.595,9.424359,3.414554,27601,2.939117,32065
1983,West Virginia,All beverages,42.308,2.69892,1.535973,17571,1.311219,20583
1983,Wisconsin,All beverages,181.214,12.560292,3.747536,33516,3.174372,39568
1983,Wyoming,All beverages,15.889,1.145511,0.380837,30079,0.324434,35308
1984,Alabama,All beverages,81.208471,5.966214,3.116641,19143,2.644095,22564
1984,Alaska,All beverages,17.235598,1.425747,0.383294,37197,0.324099,43991
1984,Arizona,All beverages,97.67779,7.353802,2.420813,30377,2.078538,35380
1984,Arkansas,All beverages,46.634772,3.292067,1.832564,17964,1.565806,21025
1984,California,All beverages,798.195913,65.250624,20.647308,31602,17.81682,36623
1984,Colorado,All beverages,100.209938,7.769183,2.508009,30977,2.160528,35960
1984,Connecticut,All beverages,81.63603,7.306029,2.623889,27844,2.250936,32458
1984,Delaware,All beverages,19.622677,1.571446,0.491153,31995,0.418726,37529
1984,District of Columbia,All beverages,25.885496999999997,2.781921,0.537836,51724,0.471768,58968
1984,Florida,All beverages,353.274729,28.310685,9.165739,30888,8.05848,35132
1984,Georgia,All beverages,140.889691,11.387477,4.588803,24816,3.88778,29290
1984,Hawaii,All beverages,34.199004,2.416667,0.808164,29903,0.694444,34800
1984,Idaho,All beverages,26.256193,1.808797,0.7385,24493,0.626522,28870
1984,Illinois,All beverages,331.844627,25.299201,9.043474,27975,7.740257,32685
1984,Indiana,All beverages,135.808043,9.499986,4.306242,22061,3.665919,25914
1984,Iowa,All beverages,75.491335,4.820719,2.267672,21258,1.94356,24804
1984,Kansas,All beverages,55.630643,3.762541,1.918256,19614,1.659376,22674
1984,Kentucky,All beverages,76.29196499999999,5.437742,2.906994,18706,2.47114,22005
1984,Louisiana,All beverages,121.754294,8.972702,3.370325,26623,2.820304,31815
1984,Maine,All beverages,30.141723,2.37679,0.92409,25720,0.788327,30150
1984,Maryland,All beverages,122.968036,10.070781,3.543693,28419,3.024759,33294
1984,Massachusetts,All beverages,171.363785,14.581957,4.834843,30160,4.146189,35170
1984,Michigan,All beverages,244.70251000000002,18.6792,7.147198,26135,6.05344,30857
1984,Minnesota,All beverages,113.65622,8.846616,3.291237,26879,2.816937,31405
1984,Mississippi,All beverages,57.571562,4.08036,1.965506,20760,1.635309,24952
1984,Missouri,All beverages,133.39382799999998,9.080874,3.966543,22894,3.413579,26602
1984,Montana,All beverages,27.241527,1.885738,0.635878,29656,0.544497,34633
1984,Nebraska,All beverages,44.735938,3.034943,1.247824,24322,1.07448,28246
1984,Nevada,All beverages,41.443712,3.791164,0.743283,51006,0.646273,58662
1984,New Hampshire,All beverages,42.916869000000005,3.872295,0.78718,49192,0.674894,57376
1984,New Jersey,All beverages,204.301943,17.38058,6.157057,28229,5.288714,32864
1984,New Mexico,All beverages,45.590087000000004,2.982843,1.079374,27635,0.908766,32823
1984,New York,All beverages,459.702,38.623884,14.467283,26697,12.411163,31120
1984,North Carolina,All beverages,140.684217,10.578713,4.960199,21327,4.231872,24998
1984,North Dakota,All beverages,18.521493,1.355051,0.52835,25647,0.4509,30052
1984,Ohio,All beverages,296.631182,19.352244,8.519029,22716,7.28344,26570
1984,Oklahoma,All beverages,65.440177,4.919037,2.575414,19100,2.214035,22218
1984,Oregon,All beverages,73.295692,5.57962,2.119738,26322,1.840726,30312
1984,Pennsylvania,All beverages,328.375176,21.846393,9.647293,22645,8.309637,26290
1984,Rhode Island,All beverages,29.354478999999998,2.317663,0.794447,29173,0.682056,33981
1984,South Carolina,All beverages,83.68757,6.478197,2.572308,25184,2.169755,29857
1984,South Dakota,All beverages,17.223822,1.266335,0.539997,23451,0.461707,27427
1984,Tennessee,All beverages,103.526884,7.367109,3.744935,19672,3.207102,22971
1984,Texas,All beverages,526.295813,34.633101,12.362522,28015,10.508703,32957
1984,Utah,All beverages,24.790492,1.738882,1.123029,15484,0.938918,18520
1984,Vermont,All beverages,16.743619,1.323905,0.420153,31510,0.357811,37000
1984,Virginia,All beverages,167.263499,11.646036,4.562738,25524,3.898925,29870
1984,Washington,All beverages,117.59590499999999,9.355707,3.45993,27040,2.992221,31267
1984,West Virginia,All beverages,41.492605999999995,2.597123,1.528356,16993,1.30777,19859
1984,Wisconsin,All beverages,175.279031,12.100609,3.765711,32134,3.208047,37720
1984,Wyoming,All beverages,15.078448,1.090702,0.376869,28941,0.322132,33859
1985,Alabama,All beverages,84.071141,6.028371,3.145597,19164,2.676893,22520
1985,Alaska,All beverages,17.46022,1.451911,0.394999,36757,0.335365,43293
1985,Arizona,All beverages,107.8088,7.815569,2.515573,31069,2.166672,36072
1985,Arkansas,All beverages,47.312,3.253218,1.843036,17651,1.580495,20584
1985,California,All beverages,798.5311489999999,65.744521,21.135284,31107,18.29471,35936
1985,Colorado,All beverages,101.020765,8.062918,2.542464,31713,2.196961,36700
1985,Connecticut,All beverages,83.94186099999999,7.429828,2.647593,28063,2.283718,32534
1985,Delaware,All beverages,19.499928,1.591363,0.49756,31983,0.426392,37322
1985,District of Columbia,All beverages,24.566421,2.586973,0.539349,47965,0.47364,54619
1985,Florida,All beverages,365.43058299999996,28.716511,9.437892,30427,8.32961,34475
1985,Georgia,All beverages,143.384983,11.477705,4.706056,24389,4.001095,28686
1985,Hawaii,All beverages,33.595,2.378259,0.818348,29062,0.706196,33677
1985,Idaho,All beverages,25.856730000000002,1.810061,0.743809,24335,0.632226,28630
1985,Illinois,All beverages,328.470532,24.958406,9.057316,27556,7.778927,32085
1985,Indiana,All beverages,135.786,9.529956,4.325172,22034,3.693931,25799
1985,Iowa,All beverages,72.303237,4.633149,2.25009,20591,1.93582,23934
1985,Kansas,All beverages,55.559631,3.783844,1.920359,19704,1.666303,22708
1985,Kentucky,All beverages,77.840827,5.489728,2.91987,18801,2.490637,22041
1985,Louisiana,All beverages,117.486522,8.525728,3.378124,25238,2.838905,30032
1985,Maine,All beverages,31.320219,2.392295,0.932884,25644,0.799346,29928
1985,Maryland,All beverages,124.03511499999999,10.060616,3.590622,28019,3.084597,32616
1985,Massachusetts,All beverages,172.101528,14.51289,4.879996,29740,4.202448,34534
1985,Michigan,All beverages,244.256059,18.630383,7.20046,25874,6.122007,30432
1985,Minnesota,All beverages,113.07117400000001,8.90102,3.318424,26823,2.854911,31178
1985,Mississippi,All beverages,58.945,4.087359,1.97732,20671,1.649669,24777
1985,Missouri,All beverages,134.457677,9.463358,3.992678,23702,3.448193,27444
1985,Montana,All beverages,25.942999999999998,1.808589,0.636759,28403,0.547363,33042
1985,Nebraska,All beverages,43.507016,2.97519,1.245584,23886,1.076406,27640
1985,Nevada,All beverages,42.518421,3.823831,0.766057,49916,0.669567,57109
1985,New Hampshire,All beverages,43.322,3.820842,0.806427,47380,0.694197,55040
1985,New Jersey,All beverages,204.27358700000002,17.357236,6.216335,27922,5.367554,32337
1985,New Mexico,All beverages,46.728305,3.114055,1.098274,28354,0.930035,33483
1985,New York,All beverages,459.212,37.957602,14.535157,26114,12.517744,30323
1985,North Carolina,All beverages,143.28199999999998,10.783356,5.056365,21326,4.326834,24922
1985,North Dakota,All beverages,17.69258,1.312464,0.525663,24968,0.450589,29128
1985,Ohio,All beverages,288.99399999999997,18.887946,8.548349,22095,7.330608,25766
1985,Oklahoma,All beverages,66.869405,4.81644,2.565531,18774,2.210955,21784
1985,Oregon,All beverages,72.468387,5.500645,2.130433,25819,1.854605,29659
1985,Pennsylvania,All beverages,325.50296199999997,21.526856,9.637151,22337,8.3319,25837
1985,Rhode Island,All beverages,30.047225,2.351866,0.802282,29315,0.690764,34047
1985,South Carolina,All beverages,85.405,6.592263,2.607447,25282,2.209213,29840
1985,South Dakota,All beverages,16.788,1.27326,0.540753,23546,0.464622,27404
1985,Tennessee,All beverages,105.50300000000001,7.446885,3.787577,19661,3.2544,22883
1985,Texas,All beverages,521.596326,34.111239,12.586758,27101,10.72412,31808
1985,Utah,All beverages,25.458,1.794672,1.142188,15713,0.954831,18796
1985,Vermont,All beverages,17.192,1.344456,0.424183,31695,0.362355,37103
1985,Virginia,All beverages,169.24144,11.760291,4.63352,25381,3.976336,29576
1985,Washington,All beverages,118.19184200000001,9.386122,3.508905,26749,3.044009,30835
1985,West Virginia,All beverages,41.235491,2.563357,1.521116,16852,1.304258,19654
1985,Wisconsin,All beverages,172.54872,12.105887,3.781195,32016,3.237181,37396
1985,Wyoming,All beverages,14.904,1.082208,0.37411,28928,0.320376,33779
1986,Alabama,All beverages,86.775463,6.092468,3.167463,19235,2.704716,22525
1986,Alaska,All beverages,17.639706,1.383532,0.401572,34453,0.342373,40410
1986,Arizona,All beverages,116.306523,8.090423,2.619399,30887,2.265601,35710
1986,Arkansas,All beverages,47.787839999999996,3.064296,1.85195,16546,1.594576,19217
1986,California,All beverages,829.699056,66.629432,21.634764,30797,18.789091,35462
1986,Colorado,All beverages,100.02224700000001,7.445528,2.563271,29047,2.222869,33495
1986,Connecticut,All beverages,83.747051,7.342131,2.664947,27551,2.313743,31733
1986,Delaware,All beverages,19.737302,1.597009,0.505347,31602,0.435547,36667
1986,District of Columbia,All beverages,24.387802,2.459477,0.542025,45376,0.476331,51634
1986,Florida,All beverages,378.15024900000003,28.713776,9.694158,29620,8.587201,33438
1986,Georgia,All beverages,150.860428,11.679135,4.813095,24265,4.10939,28421
1986,Hawaii,All beverages,34.356516,2.42,0.831288,29111,0.721463,33543
1986,Idaho,All beverages,25.878661,1.761626,0.742683,23720,0.632555,27849
1986,Illinois,All beverages,332.934149,24.638198,9.051106,27221,7.803576,31573
1986,Indiana,All beverages,136.258626,9.383945,4.333494,21654,3.71443,25263
1986,Iowa,All beverages,73.099744,4.651344,2.223642,20918,1.921516,24207
1986,Kansas,All beverages,54.132544,3.674804,1.925542,19085,1.677184,21911
1986,Kentucky,All beverages,79.241949,5.453908,2.925108,18645,2.504859,21773
1986,Louisiana,All beverages,120.050626,8.360123,3.379262,24739,2.855013,29282
1986,Maine,All beverages,31.681861,2.414309,0.940382,25674,0.809714,29817
1986,Maryland,All beverages,123.93393999999999,9.974149,3.6525,27308,3.160076,31563
1986,Massachusetts,All beverages,173.85316699999998,14.307383,4.897509,29214,4.2392,33750
1986,Michigan,All beverages,249.73513499999999,18.6716,7.260629,25716,6.202426,30104
1986,Minnesota,All beverages,113.27844300000001,8.581916,3.335187,25731,2.886105,29735
1986,Mississippi,All beverages,61.278884999999995,4.107064,1.988081,20658,1.664675,24672
1986,Missouri,All beverages,138.887536,9.590063,4.013429,23895,3.47991,27558
1986,Montana,All beverages,25.349076,1.741216,0.63094,27597,0.544972,31951
1986,Nebraska,All beverages,43.103172,2.881802,1.237428,23289,1.073008,26857
1986,Nevada,All beverages,45.066176,3.931802,0.790957,49709,0.695102,56564
1986,New Hampshire,All beverages,43.113386,3.74592,0.82928,45171,0.7172,52230
1986,New Jersey,All beverages,206.490283,17.334369,6.266923,27660,5.444919,31836
1986,New Mexico,All beverages,46.374689000000004,3.056245,1.118822,27317,0.952965,32071
1986,New York,All beverages,451.500759,36.902724,14.574012,25321,12.618897,29244
1986,North Carolina,All beverages,147.78448699999998,10.993376,5.122054,21463,4.398417,24994
1986,North Dakota,All beverages,17.506771999999998,1.267213,0.519882,24375,0.447568,28313
1986,Ohio,All beverages,280.938199,18.648892,8.56464,21774,7.37317,25293
1986,Oklahoma,All beverages,67.281049,4.696259,2.55534,18378,2.208059,21269
1986,Oregon,All beverages,73.788857,5.506268,2.142875,25696,1.871734,29418
1986,Pennsylvania,All beverages,330.468904,21.702858,9.649124,22492,8.378353,25903
1986,Rhode Island,All beverages,30.272413,2.305538,0.808994,28499,0.699495,32960
1986,South Carolina,All beverages,88.89693100000001,6.665189,2.645481,25195,2.249731,29627
1986,South Dakota,All beverages,16.928599,1.230696,0.53804,22874,0.46429,26507
1986,Tennessee,All beverages,111.040975,7.552157,3.816436,19789,3.291105,22947
1986,Texas,All beverages,526.510325,33.727328,12.802347,26345,10.932326,30851
1986,Utah,All beverages,25.745811000000003,1.822014,1.16006,15706,0.969164,18800
1986,Vermont,All beverages,18.018656,1.379016,0.427743,32239,0.366827,37593
1986,Virginia,All beverages,177.34487099999998,11.887061,4.717203,25199,4.066966,29228
1986,Washington,All beverages,121.29889,9.460476,3.552865,26628,3.094849,30568
1986,West Virginia,All beverages,40.61461799999999,2.525289,1.508185,16744,1.295951,19486
1986,Wisconsin,All beverages,176.772861,12.024483,3.783341,31783,3.257257,36916
1986,Wyoming,All beverages,14.063511,1.012995,0.371021,27303,0.317963,31859
1987,Alabama,All beverages,88.103627,6.106389,3.191645,19132,2.732957,22344
1987,Alaska,All beverages,16.854389,1.335467,0.395152,33796,0.338048,39505
1987,Arizona,All beverages,113.84193300000001,7.955505,2.716244,29289,2.354712,33785
1987,Arkansas,All beverages,49.230161,3.231168,1.861217,17361,1.60616,20117
1987,California,All beverages,837.763831,66.386447,22.120131,30012,19.256147,34475
1987,Colorado,All beverages,97.837974,7.304103,2.574645,28369,2.238404,32631
1987,Connecticut,All beverages,85.38256,7.361323,2.680288,27465,2.342982,31419
1987,Delaware,All beverages,19.939552,1.603647,0.513351,31239,0.445121,36027
1987,District of Columbia,All beverages,23.883736999999996,2.496966,0.540042,46237,0.475309,52534
1987,Florida,All beverages,389.65348500000005,29.344522,9.958406,29467,8.849841,33158
1987,Georgia,All beverages,154.87704100000002,12.204754,4.916848,24822,4.213449,28966
1987,Hawaii,All beverages,34.099629,2.338714,0.846935,27614,0.73915,31641
1987,Idaho,All beverages,25.25195,1.711041,0.740853,23096,0.632137,27068
1987,Illinois,All beverages,335.91842499999996,24.570826,9.057451,27128,7.839542,31342
1987,Indiana,All beverages,136.458711,9.397852,4.354395,21582,3.743183,25107
1987,Iowa,All beverages,72.376138,4.728121,2.206108,21432,1.914558,24696
1987,Kansas,All beverages,54.078116,3.619597,1.930338,18751,1.684615,21486
1987,Kentucky,All beverages,75.187902,5.221301,2.929691,17822,2.516957,20744
1987,Louisiana,All beverages,115.911428,8.024889,3.329969,24099,2.825248,28404
1987,Maine,All beverages,31.767864,2.436745,0.952478,25583,0.824111,29568
1987,Maryland,All beverages,125.973663,10.064679,3.708686,27138,3.230763,31153
1987,Massachusetts,All beverages,171.408398,14.17657,4.915859,28838,4.276977,33146
1987,Michigan,All beverages,249.185518,18.369235,7.312182,25121,6.274631,29275
1987,Minnesota,All beverages,114.538833,8.662028,3.35363,25829,2.91703,29695
1987,Mississippi,All beverages,61.280737,4.057179,1.991119,20376,1.671853,24268
1987,Missouri,All beverages,139.60739,9.633462,4.03908,23851,3.51331,27420
1987,Montana,All beverages,24.819413,1.684589,0.624518,26974,0.541518,31109
1987,Nebraska,All beverages,43.327253,2.867206,1.230857,23294,1.070271,26790
1987,Nevada,All beverages,46.259466,4.033225,0.824509,48917,0.727733,55422
1987,New Hampshire,All beverages,44.050895,3.766808,0.852166,44203,0.740669,50857
1987,New Jersey,All beverages,206.28709,17.113452,6.299225,27168,5.50641,31079
1987,New Mexico,All beverages,46.484291,3.036402,1.130495,26859,0.966854,31405
1987,New York,All beverages,456.386,36.682434,14.586881,25148,12.696932,28891
1987,North Carolina,All beverages,148.12843800000002,10.885746,5.196532,20948,4.47634,24318
1987,North Dakota,All beverages,17.562793,1.265338,0.513183,24657,0.443009,28562
1987,Ohio,All beverages,286.32443800000004,18.710412,8.592426,21775,7.424636,25200
1987,Oklahoma,All beverages,66.105361,4.520053,2.519074,17943,2.178986,20744
1987,Oregon,All beverages,74.277698,5.488131,2.158704,25423,1.891858,29009
1987,Pennsylvania,All beverages,329.87067099999996,21.47983,9.665766,22223,8.428742,25484
1987,Rhode Island,All beverages,30.32091,2.316869,0.817609,28337,0.70973,32644
1987,South Carolina,All beverages,92.133914,6.744217,2.680841,25157,2.287205,29487
1987,South Dakota,All beverages,17.106843,1.228444,0.53805,22831,0.465813,26372
1987,Tennessee,All beverages,112.341691,7.592279,3.860393,19667,3.338953,22739
1987,Texas,All beverages,510.04461,32.365503,12.837984,25211,10.980564,29475
1987,Utah,All beverages,24.622586000000002,1.737571,1.169534,14857,0.974114,17837
1987,Vermont,All beverages,18.25397,1.373028,0.432401,31754,0.372154,36894
1987,Virginia,All beverages,166.236411,11.291692,4.809743,23477,4.163505,27121
1987,Washington,All beverages,122.00136800000001,9.358502,3.610142,25923,3.155763,29655
1987,West Virginia,All beverages,40.716175,2.512364,1.494993,16805,1.28692,19522
1987,Wisconsin,All beverages,171.05696899999998,11.898994,3.794453,31359,3.283804,36235
1987,Wyoming,All beverages,13.498256999999999,0.951628,0.35731,26633,0.306539,31044
1988,Alabama,All beverages,89.059849,6.150255,3.200489,19217,2.746074,22397
1988,Alaska,All beverages,16.330925,1.280291,0.399336,32060,0.344012,37216
1988,Arizona,All beverages,113.847534,8.002367,2.790185,28680,2.424483,33006
1988,Arkansas,All beverages,49.675045,3.306003,1.860362,17771,1.607714,20563
1988,California,All beverages,827.434998,64.698131,22.604834,28621,19.713966,32818
1988,Colorado,All beverages,96.295113,7.10835,2.572863,27628,2.24355,31683
1988,Connecticut,All beverages,84.15647999999999,7.184152,2.693217,26675,2.36828,30335
1988,Delaware,All beverages,20.148543,1.607172,0.521331,30828,0.454304,35377
1988,District of Columbia,All beverages,22.734625,2.250431,0.533774,42161,0.470331,47848
1988,Florida,All beverages,396.81809799999996,29.616518,10.179269,29095,9.069678,32654
1988,Georgia,All beverages,155.78627,11.928507,4.995813,23877,4.293243,27784
1988,Hawaii,All beverages,35.887914,2.480389,0.85715,28938,0.750977,33029
1988,Idaho,All beverages,24.332193,1.666795,0.743374,22422,0.634929,26252
1988,Illinois,All beverages,338.183666,24.478578,9.060735,27016,7.873155,31091
1988,Indiana,All beverages,135.928918,9.331643,4.37133,21347,3.767241,24770
1988,Iowa,All beverages,71.134299,4.539584,2.207943,20560,1.921733,23622
1988,Kansas,All beverages,54.706579,3.722344,1.940793,19180,1.695802,21950
1988,Kentucky,All beverages,78.564243,5.333303,2.934743,18173,2.528836,21090
1988,Louisiana,All beverages,120.423051,8.024871,3.284414,24433,2.796335,28698
1988,Maine,All beverages,32.47637,2.471959,0.968023,25536,0.841301,29383
1988,Maryland,All beverages,123.671002,9.785532,3.76858,25966,3.303491,29622
1988,Massachusetts,All beverages,171.009903,13.903201,4.944471,28119,4.323664,32156
1988,Michigan,All beverages,247.897115,18.172143,7.327447,24800,6.313429,28783
1988,Minnesota,All beverages,114.017473,8.526683,3.393687,25125,2.96264,28781
1988,Mississippi,All beverages,62.046439,4.093002,1.990246,20565,1.675449,24429
1988,Missouri,All beverages,136.945366,9.370774,4.053991,23115,3.535873,26502
1988,Montana,All beverages,24.942261000000002,1.676921,0.621325,26989,0.540433,31029
1988,Nebraska,All beverages,42.797591,2.83529,1.234019,22976,1.074727,26381
1988,Nevada,All beverages,49.166824,4.142713,0.862687,48021,0.764129,54215
1988,New Hampshire,All beverages,44.370288,3.778882,0.870949,43388,0.759845,49732
1988,New Jersey,All beverages,200.41692799999998,16.318309,6.321158,25815,5.55647,29368
1988,New Mexico,All beverages,46.642306999999995,3.037333,1.136631,26722,0.974954,31154
1988,New York,All beverages,452.30408,35.807985,14.622255,24489,12.785987,28006
