Year,State_Region,Type of Beverage,Gallons of beverage,Gallons of ethanol,Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older
1988,North Carolina,All beverages,150.4938,10.93295,5.25722,20796,4.541666,24073
1988,North Dakota,All beverages,17.820045999999998,1.265024,0.509863,24811,0.441252,28669
1988,Ohio,All beverages,285.104511,18.364338,8.616719,21312,7.470055,24584
1988,Oklahoma,All beverages,65.169671,4.308284,2.488333,17314,2.155543,19987
1988,Oregon,All beverages,75.335065,5.532723,2.1927,25232,1.92706,28711
1988,Pennsylvania,All beverages,330.002615,20.682748,9.678698,21369,8.473153,24410
1988,Rhode Island,All beverages,30.17349,2.320469,0.821522,28246,0.71577,32419
1988,South Carolina,All beverages,94.50403,6.877152,2.704909,25425,2.313381,29728
1988,South Dakota,All beverages,16.726002,1.188991,0.538997,22059,0.467229,25448
1988,Tennessee,All beverages,115.436161,7.676586,3.887285,19748,3.368305,22791
1988,Texas,All beverages,506.20240900000005,31.831106,12.861216,24750,11.020082,28885
1988,Utah,All beverages,24.262811,1.708209,1.181437,14459,0.981742,17400
1988,Vermont,All beverages,17.989572,1.34245,0.439781,30525,0.379897,35337
1988,Virginia,All beverages,160.033763,10.945616,4.886754,22399,4.246653,25775
1988,Washington,All beverages,122.23525000000001,9.24665,3.689367,25063,3.234177,28590
1988,West Virginia,All beverages,40.519002,2.483996,1.477521,16812,1.274384,19492
1988,Wisconsin,All beverages,168.357607,11.649197,3.824576,30459,3.32398,35046
1988,Wyoming,All beverages,12.719539999999999,0.899451,0.350762,25643,0.301605,29822
1989,Alabama,All beverages,88.991973,6.096169,3.207335,19007,2.756569,22115
1989,Alaska,All beverages,16.185428,1.274028,0.404615,31487,0.350204,36380
1989,Arizona,All beverages,116.507497,7.989413,2.847399,28059,2.476502,32261
1989,Arkansas,All beverages,50.242076999999995,3.386444,1.863393,18174,1.612036,21007
1989,California,All beverages,820.234067,63.545545,23.13979,27462,20.199049,31460
1989,Colorado,All beverages,94.275169,6.826377,2.583877,26419,2.259089,30217
1989,Connecticut,All beverages,80.11393000000001,6.728652,2.694412,24973,2.381426,28255
1989,Delaware,All beverages,19.830124,1.56607,0.529314,29587,0.462552,33857
1989,District of Columbia,All beverages,21.790379,2.067474,0.527027,39229,0.464363,44523
1989,Florida,All beverages,405.91258300000004,30.166507,10.429985,28923,9.312134,32395
1989,Georgia,All beverages,153.632734,11.937182,5.061977,23582,4.359886,27380
1989,Hawaii,All beverages,34.737285,2.425896,0.869982,27884,0.764691,31724
1989,Idaho,All beverages,24.072268,1.620836,0.751644,21564,0.641464,25268
1989,Illinois,All beverages,330.281275,23.836902,9.074279,26269,7.906148,30150
1989,Indiana,All beverages,133.91682500000002,9.101823,4.39027,20732,3.787574,24031
1989,Iowa,All beverages,69.923283,4.431728,2.205431,20095,1.921142,23068
1989,Kansas,All beverages,53.323902000000004,3.520078,1.943585,18111,1.6974,20738
1989,Kentucky,All beverages,78.154646,5.243617,2.937257,17852,2.535904,20678
1989,Louisiana,All beverages,118.836379,8.003086,3.262112,24533,2.785332,28733
1989,Maine,All beverages,32.060229,2.406438,0.979557,24567,0.854474,28163
1989,Maryland,All beverages,120.957725,9.59108,3.812281,25158,3.360524,28540
1989,Massachusetts,All beverages,166.270025,13.367629,4.955383,26976,4.350548,30726
1989,Michigan,All beverages,242.030843,17.562828,7.338167,23934,6.344734,27681
1989,Minnesota,All beverages,112.670788,8.38977,3.416223,24559,2.989815,28061
1989,Mississippi,All beverages,61.298528,4.051711,1.990597,20354,1.678652,24137
1989,Missouri,All beverages,136.358931,9.263317,4.06107,22810,3.547839,26110
1989,Montana,All beverages,24.443668000000002,1.625498,0.621819,26141,0.541623,30012
1989,Nebraska,All beverages,42.651489000000005,2.785797,1.234299,22570,1.074983,25915
1989,Nevada,All beverages,52.197324,4.287443,0.912236,46999,0.810445,52902
1989,New Hampshire,All beverages,44.614124999999994,3.872913,0.885226,43751,0.774841,49983
1989,New Jersey,All beverages,197.692713,16.323192,6.315429,25847,5.577632,29265
1989,New Mexico,All beverages,46.934606,3.001133,1.146982,26165,0.986449,30424
1989,New York,All beverages,436.180336,34.212606,14.6282,23388,12.834624,26656
1989,North Carolina,All beverages,153.031767,10.936272,5.324731,20539,4.612153,23712
1989,North Dakota,All beverages,17.509763,1.229516,0.503668,24411,0.435893,28207
1989,Ohio,All beverages,286.413733,18.063214,8.62936,20932,7.498588,24089
1989,Oklahoma,All beverages,65.2589,4.349243,2.484389,17506,2.154192,20190
1989,Oregon,All beverages,75.46113700000001,5.474886,2.227654,24577,1.960208,27930
1989,Pennsylvania,All beverages,323.315374,20.59772,9.676391,21287,8.497873,24239
1989,Rhode Island,All beverages,29.419972,2.198798,0.823227,26709,0.719381,30565
1989,South Carolina,All beverages,95.347148,6.837526,2.740533,24950,2.348746,29111
1989,South Dakota,All beverages,17.048696,1.166518,0.537125,21718,0.465642,25052
1989,Tennessee,All beverages,114.0408,7.564913,3.911213,19342,3.394601,22285
1989,Texas,All beverages,513.220694,32.061026,13.010843,24642,11.172015,28698
1989,Utah,All beverages,24.2812,1.695859,1.200226,14129,0.992893,17080
1989,Vermont,All beverages,17.508916,1.295968,0.445953,29061,0.386217,33555
1989,Virginia,All beverages,154.32892099999998,10.786431,4.94399,21817,4.310543,25023
1989,Washington,All beverages,124.81619599999999,9.30099,3.762837,24718,3.305989,28134
1989,West Virginia,All beverages,40.178658,2.415805,1.464256,16499,1.264929,19098
1989,Wisconsin,All beverages,165.00226899999998,11.46981,3.842468,29850,3.347322,34266
1989,Wyoming,All beverages,12.273171,0.869395,0.34834,24958,0.299523,29026
1990,Alabama,All beverages,90.29538699999999,6.21458,3.237975,19193,2.793003,22251
1990,Alaska,All beverages,17.307023,1.353594,0.406815,33273,0.35289,38357
1990,Arizona,All beverages,115.660945,7.960469,2.877804,27662,2.506782,31756
1990,Arkansas,All beverages,51.511503000000005,3.490696,1.874769,18619,1.624743,21485
1990,California,All beverages,847.83691,65.388071,23.53246,27786,20.566804,31793
1990,Colorado,All beverages,88.621605,6.218422,2.5993,23923,2.278719,27289
1990,Connecticut,All beverages,80.514172,6.625681,2.693701,24597,2.393942,27677
1990,Delaware,All beverages,20.250690000000002,1.584518,0.536743,29521,0.470607,33670
1990,District of Columbia,All beverages,21.731786,2.133168,0.515838,41353,0.457336,46643
1990,Florida,All beverages,423.972765,31.597309,10.658106,29646,9.523627,33178
1990,Georgia,All beverages,159.044573,11.884359,5.135952,23140,4.438778,26774
1990,Hawaii,All beverages,36.938548,2.521552,0.889174,28358,0.784787,32130
1990,Idaho,All beverages,26.071604999999998,1.733198,0.765029,22655,0.651492,26604
1990,Illinois,All beverages,334.374069,23.902761,9.125078,26195,7.979038,29957
1990,Indiana,All beverages,137.934588,9.284817,4.434627,20937,3.838437,24189
1990,Iowa,All beverages,72.06651000000001,4.567417,2.212714,20642,1.930278,23662
1990,Kansas,All beverages,53.323158,3.485345,1.950171,17872,1.705042,20441
1990,Kentucky,All beverages,80.579113,5.42041,2.961818,18301,2.563305,21146
1990,Louisiana,All beverages,123.459654,8.31575,3.267738,25448,2.803796,29659
1990,Maine,All beverages,30.925143,2.313484,0.989615,23378,0.866847,26688
1990,Maryland,All beverages,123.016323,9.652967,3.851546,25063,3.41117,28298
1990,Massachusetts,All beverages,162.626721,13.025316,4.947476,26327,4.367281,29825
1990,Michigan,All beverages,248.826145,17.826219,7.372927,24178,6.400602,27851
1990,Minnesota,All beverages,116.587981,8.79129,3.443145,25533,3.020541,29105
1990,Mississippi,All beverages,64.474465,4.185786,2.009674,20828,1.701288,24604
1990,Missouri,All beverages,138.616961,9.379547,4.085957,22956,3.577705,26217
1990,Montana,All beverages,24.818932,1.665198,0.623279,26717,0.543491,30639
1990,Nebraska,All beverages,42.730707,2.790512,1.2396,22511,1.080576,25824
1990,Nevada,All beverages,56.264691,4.613444,0.964667,47824,0.856428,53868
1990,New Hampshire,All beverages,44.090843,3.827091,0.889335,43033,0.782374,48916
1990,New Jersey,All beverages,200.74771800000002,16.362376,6.330653,25846,5.616861,29131
1990,New Mexico,All beverages,47.806967,3.066161,1.15983,26436,0.999666,30672
1990,New York,All beverages,441.45204,33.732599,14.64286,23037,12.899626,26150
1990,North Carolina,All beverages,158.621185,11.220724,5.394821,20799,4.688373,23933
1990,North Dakota,All beverages,18.14631,1.286625,0.501889,25636,0.435712,29529
1990,Ohio,All beverages,284.585558,18.095781,8.677827,20853,7.571418,23900
1990,Oklahoma,All beverages,67.775883,4.496819,2.486364,18086,2.158394,20834
1990,Oregon,All beverages,78.825154,5.703578,2.270473,25121,1.998505,28539
1990,Pennsylvania,All beverages,332.776162,20.871778,9.700623,21516,8.55123,24408
1990,Rhode Island,All beverages,28.494303,2.095557,0.826558,25353,0.725369,28890
1990,South Carolina,All beverages,100.859185,7.268011,2.781705,26128,2.393507,30366
1990,South Dakota,All beverages,18.059847,1.257504,0.537903,23378,0.466502,26956
1990,Tennessee,All beverages,116.802925,7.748664,3.945188,19641,3.434409,22562
1990,Texas,All beverages,524.629602,32.56785,13.160833,24746,11.31442,28784
1990,Utah,All beverages,24.417707,1.705208,1.228579,13880,1.01213,16848
1990,Vermont,All beverages,17.309160000000002,1.2633,0.450614,28035,0.391756,32247
1990,Virginia,All beverages,158.750021,10.914116,5.012102,21776,4.388078,24872
1990,Washington,All beverages,129.915172,9.603682,3.856497,24903,3.391434,28317
1990,West Virginia,All beverages,41.524309,2.510814,1.462824,17164,1.267321,19812
1990,Wisconsin,All beverages,168.177928,11.892467,3.868489,30742,3.377223,35214
1990,Wyoming,All beverages,12.743129999999999,0.909551,0.346107,26279,0.297382,30585
1991,Alabama,All beverages,81.985557,5.771823,3.278595,17605,2.83652,20348
1991,Alaska,All beverages,16.978454,1.308622,0.420421,31126,0.364906,35862
1991,Arizona,All beverages,117.826981,8.040418,2.964051,27126,2.594251,30993
1991,Arkansas,All beverages,51.529339,3.434796,1.898088,18096,1.64675,20858
1991,California,All beverages,777.43329,58.441531,23.798181,24557,20.894983,27969
1991,Colorado,All beverages,95.402894,6.97007,2.667684,26128,2.348252,29682
1991,Connecticut,All beverages,75.987554,6.17356,2.690584,22945,2.402137,25700
1991,Delaware,All beverages,19.70995,1.47472,0.546713,26974,0.482412,30570
1991,District of Columbia,All beverages,20.693835999999997,1.967607,0.506357,38858,0.453081,43427
1991,Florida,All beverages,400.86559,29.408939,10.94273,26875,9.810425,29977
1991,Georgia,All beverages,154.36767500000002,11.373273,5.252149,21655,4.559829,24942
1991,Hawaii,All beverages,35.910658999999995,2.418291,0.906225,26685,0.801292,30180
1991,Idaho,All beverages,26.143453,1.738464,0.79407,21893,0.675341,25742
1991,Illinois,All beverages,324.057989,22.823711,9.199533,24810,8.065109,28299
1991,Indiana,All beverages,134.183366,8.971186,4.483258,20010,3.894321,23037
1991,Iowa,All beverages,71.181353,4.47763,2.228313,20094,1.948358,22982
1991,Kansas,All beverages,54.769303,3.638563,1.962469,18541,1.719119,21165
1991,Kentucky,All beverages,80.124339,5.318736,2.987309,17804,2.591267,20526
1991,Louisiana,All beverages,122.056289,8.093669,3.289446,24605,2.825247,28648
1991,Maine,All beverages,30.338005,2.238652,0.993172,22540,0.872551,25656
1991,Maryland,All beverages,116.721664,9.082674,3.89222,23335,3.46048,26247
1991,Massachusetts,All beverages,156.55906000000002,12.233885,4.917991,24876,4.373309,27974
1991,Michigan,All beverages,240.961989,16.825062,7.437232,22623,6.481013,25961
1991,Minnesota,All beverages,113.673099,8.177178,3.485548,23460,3.065785,26672
1991,Mississippi,All beverages,63.966796,4.152647,2.026085,20496,1.719074,24156
1991,Missouri,All beverages,136.41475300000002,9.06044,4.116559,22010,3.612629,25080
1991,Montana,All beverages,25.175207,1.672138,0.632822,26424,0.550843,30356
1991,Nebraska,All beverages,42.52156,2.739148,1.251692,21884,1.091852,25087
1991,Nevada,All beverages,56.11843400000001,4.44966,1.03279,43084,0.922263,48247
1991,New Hampshire,All beverages,43.950345,3.802142,0.883293,43045,0.781277,48666
1991,New Jersey,All beverages,188.16691500000002,14.858694,6.351499,23394,5.651855,26290
1991,New Mexico,All beverages,47.505077,3.021144,1.188025,25430,1.024052,29502
1991,New York,All beverages,420.727161,31.390423,14.662659,21408,12.964042,24213
1991,North Carolina,All beverages,154.287042,10.753559,5.498985,19556,4.812423,22345
1991,North Dakota,All beverages,17.51421,1.221638,0.500148,24426,0.434765,28099
1991,Ohio,All beverages,281.472695,17.692789,8.735319,20254,7.64518,23142
1991,Oklahoma,All beverages,66.663199,4.419462,2.508142,17620,2.180298,20270
1991,Oregon,All beverages,78.02329,5.565867,2.333892,23848,2.058739,27035
1991,Pennsylvania,All beverages,319.72456500000004,19.980881,9.749929,20493,8.629151,23155
1991,Rhode Island,All beverages,28.203778,1.997511,0.827389,24142,0.731888,27293
1991,South Carolina,All beverages,95.40185100000001,6.830947,2.837715,24072,2.452939,27848
1991,South Dakota,All beverages,18.149507,1.236242,0.543823,22732,0.47132,26229
1991,Tennessee,All beverages,115.3178,7.476974,4.005453,18667,3.500309,21361
1991,Texas,All beverages,519.775491,32.154941,13.424683,23952,11.576385,27776
1991,Utah,All beverages,25.166756,1.716109,1.276832,13440,1.048183,16372
1991,Vermont,All beverages,16.720834,1.220305,0.452817,26949,0.39624,30797
1991,Virginia,All beverages,153.485886,10.461292,5.071019,20630,4.462466,23443
1991,Washington,All beverages,128.692764,9.489013,3.962332,23948,3.495272,27148
1991,West Virginia,All beverages,41.104859,2.503795,1.472571,17003,1.276953,19608
1991,Wisconsin,All beverages,160.121973,10.817709,3.922945,27575,3.434446,31498
1991,Wyoming,All beverages,12.691112,0.899701,0.352024,25558,0.301886,29803
1992,Alabama,All beverages,84.702,5.946264,3.324949,17884,2.887224,20595
1992,Alaska,All beverages,17.458000000000002,1.323432,0.437582,30244,0.379756,34850
1992,Arizona,All beverages,121.008,8.265834,3.070275,26922,2.698598,30630
1992,Arkansas,All beverages,52.982,3.65634,1.922189,19022,1.669566,21900
1992,California,All beverages,824.633,61.274811,24.135509,25388,21.274637,28802
1992,Colorado,All beverages,95.243,6.931767,2.755136,25159,2.43191,28503
1992,Connecticut,All beverages,74.92,6.146622,2.677814,22954,2.400192,25609
1992,Delaware,All beverages,20.204,1.518894,0.555416,27347,0.492888,30816
1992,District of Columbia,All beverages,22.75,2.02848,0.501044,40485,0.453285,44751
1992,Florida,All beverages,415.52099999999996,30.710781,11.162102,27513,10.031551,30614
1992,Georgia,All beverages,165.325,11.989281,5.381355,22279,4.690397,25561
1992,Hawaii,All beverages,36.079,2.424879,0.922563,26284,0.815751,29726
1992,Idaho,All beverages,27.235,1.807269,0.820243,22033,0.69691,25933
1992,Illinois,All beverages,318.36,22.535808,9.290759,24256,8.169363,27586
1992,Indiana,All beverages,130.818,8.842428,4.535127,19498,3.955362,22356
1992,Iowa,All beverages,70.312,4.274988,2.253316,18972,1.975494,21640
1992,Kansas,All beverages,53.196,3.542832,1.992022,17785,1.747972,20268
1992,Kentucky,All beverages,76.504,5.173014,3.023012,17112,2.628927,19677
1992,Louisiana,All beverages,126.179,8.349699,3.322318,25132,2.857409,29221
1992,Maine,All beverages,29.838,2.219778,0.994445,22322,0.876472,25326
1992,Maryland,All beverages,113.71100000000001,8.873259,3.925972,22601,3.500952,25345
1992,Massachusetts,All beverages,149.164,11.71152,4.912462,23840,4.399368,26621
1992,Michigan,All beverages,235.496,16.58841,7.502798,22110,6.563954,25272
1992,Minnesota,All beverages,112.42099999999999,8.303745,3.527865,23538,3.107456,26722
1992,Mississippi,All beverages,66.113,4.249587,2.043626,20794,1.739314,24433
1992,Missouri,All beverages,137.152,9.29454,4.152512,22383,3.652278,25449
1992,Montana,All beverages,25.325,1.683933,0.645664,26081,0.560852,30025
1992,Nebraska,All beverages,42.329,2.740989,1.267812,21620,1.107278,24754
1992,Nevada,All beverages,57.744,4.58487,1.078095,42528,0.965416,47491
1992,New Hampshire,All beverages,43.587,3.813639,0.887081,42991,0.788211,48383
1992,New Jersey,All beverages,186.296,14.92029,6.381601,23380,5.69165,26214
1992,New Mexico,All beverages,46.626000000000005,3.017646,1.220229,24730,1.051963,28686
1992,New York,All beverages,407.852,30.757962,14.710262,20909,13.050295,23569
1992,North Carolina,All beverages,159.673,10.961199,5.582734,19634,4.914041,22306
1992,North Dakota,All beverages,17.108999999999998,1.201257,0.503405,23863,0.438059,27422
1992,Ohio,All beverages,279.612,17.458284,8.79572,19849,7.721934,22609
1992,Oklahoma,All beverages,69.876,4.599054,2.544908,18072,2.215805,20756
1992,Oregon,All beverages,80.54,5.7537,2.386306,24111,2.106594,27313
1992,Pennsylvania,All beverages,307.91200000000003,19.449402,9.782964,19881,8.6898,22382
1992,Rhode Island,All beverages,26.701999999999998,1.925502,0.826521,23296,0.736802,26133
1992,South Carolina,All beverages,95.779,6.711849,2.878542,23317,2.500103,26846
1992,South Dakota,All beverages,18.412999999999997,1.243737,0.550189,22606,0.476115,26123
1992,Tennessee,All beverages,118.97,7.74684,4.068085,19043,3.567584,21715
1992,Texas,All beverages,546.736,33.508812,13.701117,24457,11.848003,28282
1992,Utah,All beverages,26.051,1.769085,1.331949,13282,1.091827,16203
1992,Vermont,All beverages,16.079,1.171239,0.455824,25695,0.40162,29163
1992,Virginia,All beverages,162.007,10.855377,5.157287,21049,4.557521,23819
1992,Washington,All beverages,135.411,9.944637,4.070439,24431,3.595469,27659
1992,West Virginia,All beverages,40.669000000000004,2.461425,1.482469,16604,1.288515,19103
